0.07553666666666649,-0.020395795007546846,38
0.6265099999999998,-0.020395795007546846,314
1.1885916666666665,-0.020395795007546846,595
1.7751116666666666,-0.015161384766300634,888
2.388291666666667,-0.020395795007546846,1195
3.0214666666666665,-0.014579783628384357,1511
3.687966666666667,-0.016324587042133076,1844
4.383348333333333,-0.01399818249046808,2192
5.120941666666666,-0.014579783628384357,2561
5.902968333333334,-0.014579783628384357,2952
6.742758333333333,-0.014579783628384357,3372
7.642533333333333,-0.014579783628384357,3822
