0.4158959999999995,0.03970870321989056,208
0.8917770000000004,0.04016051547229288,446
1.3769890000000002,0.03985930730402465,689
1.874198,0.03413635210692878,938
2.3874030000000004,0.03503997661173336,1194
2.9166040000000004,0.03458816435933104,1459
3.4658,0.033835143938660606,1733
4.032325,0.03413635210692878,2017
4.620178,0.029467625498771632,2311
5.228026,0.029317021414637545,2615
5.867866,0.029015813246369315,2934
6.530367,0.028865209162235228,3266
7.231525,0.023594066217541648,3616
7.970007,0.024497690722346255,3986
