0.3172539999999997,0.02870358526706729,159
0.7704739999999995,0.023193679749966,386
1.2363575000000002,0.023193679749966,619
1.7162375,0.023308469448238944,859
2.2094475,0.023193679749966,1105
2.7153210000000003,0.017683774232864713,1358
3.2385235000000003,0.023193679749966,1620
3.7797215000000004,0.02101267548278013,1890
4.337582,0.018831671215594203,2169
4.916104000000001,0.01894646091386709,2459
5.518619999999999,0.019061250612140035,2760
6.1457965,0.018372512422502374,3073
6.8022990000000005,0.018487302120775317,3402
7.488794,0.01825772272422943,3745
