0,-0.18618273
0.002,-0.153123297
0.004,-0.120063864
0.006,-0.098024242
0.008,-0.07598462
0.01,-0.053944997
0.012,-0.042925186
0.014,-0.020885564
0.016,-0.015375659
0.018,-0.004355848
0.02,0.012173869
0.022,0.012173869
0.024,0.028703585
0.026,0.050743207
0.028,0.067272924
0.03,0.094822451
0.032,0.122371979
0.034,0.160941318
0.036,0.210530467
0.038,0.260119617
0.04,0.315218672
0.042,0.370317727
0.044,0.414396971
0.046,0.441946499
0.048,0.447456405
0.05,0.419906877
0.052,0.375827633
0.054,0.309708767
0.056,0.249099806
0.058,0.177471034
0.06,0.127881885
0.062,0.078292735
0.064,0.045233302
0.066,0.017683774
0.068,0.001154058
0.07,-0.009865753
0.072,-0.020885564
0.074,-0.020885564
0.076,-0.020885564
0.078,-0.020885564
0.08,-0.020885564
0.082,-0.015375659
0.084,-0.009865753
0.086,-0.004355848
0.088,0.001154058
0.09,0.017683774
0.092,0.034213491
0.094,0.056253113
0.096,0.089312546
0.098,0.127881885
0.1,0.166451223
0.102,0.221550278
0.104,0.271139428
0.106,0.309708767
0.108,0.3427682
0.11,0.370317727
0.112,0.375827633
0.114,0.364807822
0.116,0.337258294
0.118,0.309708767
0.12,0.265629523
0.122,0.227060184
0.124,0.188490845
0.126,0.160941318
0.128,0.13339179
0.13,0.105842263
0.132,0.094822451
0.134,0.078292735
0.136,0.067272924
0.138,0.056253113
0.14,0.045233302
0.142,0.034213491
0.144,0.02319368
0.146,0.017683774
0.148,0.001154058
0.15,-0.015375659
0.152,-0.042925186
0.154,-0.081494525
0.156,-0.120063864
0.158,-0.175162919
0.16,-0.23577188
0.162,-0.301890746
0.164,-0.373519517
0.166,-0.428618573
0.168,-0.467187911
0.17,-0.483717628
0.172,-0.472697817
0.174,-0.439638384
0.176,-0.401069045
0.178,-0.356989801
0.18,-0.318420462
0.182,-0.301890746
0.184,-0.301890746
0.186,-0.307400651
0.188,-0.329440273
0.19,-0.34596999
0.192,-0.356989801
0.194,-0.368009612
0.196,-0.362499706
0.198,-0.340460084
0.2,-0.307400651
0.202,-0.274341218
0.204,-0.23577188
0.206,-0.202712446
0.208,-0.169653013
0.21,-0.147613391
0.212,-0.120063864
0.214,-0.098024242
0.216,-0.081494525
0.218,-0.064964809
0.22,-0.053944997
0.222,-0.042925186
0.224,-0.037415281
0.226,-0.02639547
0.228,-0.009865753
0.23,0.006663963
0.232,0.02319368
0.234,0.045233302
0.236,0.078292735
0.238,0.116862074
0.24,0.155431412
0.242,0.205020562
0.244,0.265629523
0.246,0.326238483
0.248,0.386847444
0.25,0.430926688
0.252,0.463986121
0.254,0.469496027
0.256,0.458476216
0.258,0.425416782
0.26,0.392357349
0.262,0.359297916
0.264,0.331748389
0.266,0.315218672
0.268,0.315218672
0.27,0.320728578
0.272,0.3427682
0.274,0.353788011
0.276,0.370317727
0.278,0.375827633
0.28,0.364807822
0.282,0.3427682
0.284,0.320728578
0.286,0.282159239
0.288,0.249099806
0.29,0.210530467
0.292,0.18298094
0.294,0.149921507
0.296,0.127881885
0.298,0.105842263
0.3,0.089312546
0.302,0.072782829
0.304,0.061763018
0.306,0.050743207
0.308,0.034213491
0.31,0.028703585
0.312,0.012173869
0.314,-0.004355848
0.316,-0.020885564
0.318,-0.042925186
0.32,-0.070474714
0.322,-0.109044053
0.324,-0.142103486
0.326,-0.197202541
0.328,-0.257811502
0.33,-0.329440273
0.332,-0.401069045
0.334,-0.4561681
0.336,-0.500247344
0.338,-0.511267155
0.34,-0.500247344
0.342,-0.467187911
0.344,-0.417598762
0.346,-0.379029423
0.348,-0.334950179
0.35,-0.318420462
0.352,-0.318420462
0.354,-0.329440273
0.356,-0.351479895
0.358,-0.373519517
0.36,-0.384539329
0.362,-0.39555914
0.364,-0.384539329
0.366,-0.356989801
0.368,-0.329440273
0.37,-0.285361029
0.372,-0.246791691
0.374,-0.213732257
0.376,-0.169653013
0.378,-0.13659358
0.38,-0.114553958
0.382,-0.087004431
0.384,-0.070474714
0.386,-0.053944997
0.388,-0.042925186
0.39,-0.031905375
0.392,-0.020885564
0.394,-0.009865753
0.396,0.001154058
0.398,0.012173869
0.4,0.028703585
0.402,0.050743207
0.404,0.072782829
0.406,0.105842263
0.408,0.144411601
0.41,0.205020562
0.412,0.260119617
0.414,0.331748389
0.416,0.408887066
0.418,0.475005932
0.42,0.519085176
0.422,0.535614893
0.424,0.535614893
0.426,0.491535649
0.428,0.441946499
0.43,0.386847444
0.432,0.348278105
0.434,0.315218672
0.436,0.304198861
0.438,0.309708767
0.44,0.326238483
0.442,0.337258294
0.444,0.359297916
0.446,0.364807822
0.448,0.353788011
0.45,0.3427682
0.452,0.309708767
0.454,0.282159239
0.456,0.2435899
0.458,0.205020562
0.46,0.171961129
0.462,0.138901696
0.464,0.111352168
0.466,0.094822451
0.468,0.072782829
0.47,0.056253113
0.472,0.045233302
0.474,0.028703585
0.476,0.017683774
0.478,0.012173869
0.48,0.001154058
0.482,-0.015375659
0.484,-0.02639547
0.486,-0.048435092
0.488,-0.070474714
0.49,-0.098024242
0.492,-0.13659358
0.494,-0.175162919
0.496,-0.230261974
0.498,-0.285361029
0.5,-0.34596999
0.502,-0.401069045
0.504,-0.445148289
0.506,-0.467187911
0.508,-0.472697817
0.51,-0.450658195
0.512,-0.417598762
0.514,-0.384539329
0.516,-0.34596999
0.518,-0.318420462
0.52,-0.301890746
0.522,-0.301890746
0.524,-0.307400651
0.526,-0.323930368
0.528,-0.334950179
0.53,-0.34596999
0.532,-0.340460084
0.534,-0.329440273
0.536,-0.312910557
0.538,-0.279851124
0.54,-0.246791691
0.542,-0.208222352
0.544,-0.175162919
0.546,-0.142103486
0.548,-0.114553958
0.55,-0.092514336
0.552,-0.070474714
0.554,-0.053944997
0.556,-0.042925186
0.558,-0.02639547
0.56,-0.015375659
0.562,-0.009865753
0.564,0.001154058
0.566,0.012173869
0.568,0.02319368
0.57,0.039723396
0.572,0.056253113
0.574,0.08380264
0.576,0.111352168
0.578,0.144411601
0.58,0.194000751
0.582,0.2435899
0.584,0.298688956
0.586,0.353788011
0.588,0.408887066
0.59,0.441946499
0.592,0.458476216
0.594,0.441946499
0.596,0.40337716
0.598,0.3427682
0.6,0.282159239
0.602,0.210530467
0.604,0.155431412
0.606,0.100332357
0.608,0.067272924
0.61,0.034213491
0.612,0.012173869
0.614,-0.004355848
0.616,-0.009865753
0.618,-0.015375659
0.62,-0.020885564
0.622,-0.015375659
0.624,-0.020885564
0.626,-0.015375659
0.628,-0.015375659
0.63,-0.015375659
0.632,-0.004355848
0.634,0.006663963
0.636,0.012173869
0.638,0.028703585
0.64,0.050743207
0.642,0.078292735
0.644,0.111352168
0.646,0.149921507
0.648,0.188490845
0.65,0.232570089
0.652,0.271139428
0.654,0.309708767
0.656,0.337258294
0.658,0.348278105
0.66,0.348278105
0.662,0.331748389
0.664,0.309708767
0.666,0.276649334
0.668,0.2435899
0.67,0.210530467
0.672,0.18298094
0.674,0.149921507
0.676,0.127881885
0.678,0.105842263
0.68,0.089312546
0.682,0.072782829
0.684,0.061763018
0.686,0.050743207
0.688,0.039723396
0.69,0.028703585
0.692,0.02319368
0.694,0.012173869
0.696,-0.004355848
0.698,-0.020885564
0.7,-0.042925186
0.702,-0.07598462
0.704,-0.109044053
0.706,-0.153123297
0.708,-0.202712446
0.71,-0.263321407
0.712,-0.318420462
0.714,-0.373519517
0.716,-0.417598762
0.718,-0.439638384
0.72,-0.445148289
0.722,-0.428618573
0.724,-0.39555914
0.726,-0.362499706
0.728,-0.329440273
0.73,-0.301890746
0.732,-0.285361029
0.734,-0.285361029
0.736,-0.29638084
0.738,-0.307400651
0.74,-0.318420462
0.742,-0.334950179
0.744,-0.334950179
0.746,-0.329440273
0.748,-0.318420462
0.75,-0.285361029
0.752,-0.263321407
0.754,-0.230261974
0.756,-0.202712446
0.758,-0.175162919
0.76,-0.153123297
0.762,-0.125573769
0.764,-0.103534147
0.766,-0.092514336
0.768,-0.07598462
0.77,-0.064964809
0.772,-0.053944997
0.774,-0.048435092
0.776,-0.037415281
0.778,-0.020885564
0.78,-0.015375659
0.782,0.006663963
0.784,0.02319368
0.786,0.045233302
0.788,0.072782829
