% Column 0: Length, cm
% Column 1: B.n, Tesla
0.00000000e+000	7.42330021e-002	
1.80904523e-002	7.38627374e-002	
3.61809045e-002	7.34924628e-002	
5.42713568e-002	7.31221881e-002	
7.23618090e-002	7.27519135e-002	
9.04522613e-002	7.23816389e-002	
1.08542714e-001	7.20113643e-002	
1.26633166e-001	7.16410897e-002	
1.44723618e-001	7.12708151e-002	
1.62814070e-001	7.09047979e-002	
1.80904523e-001	7.06336670e-002	
1.98994975e-001	7.02245871e-002	
2.17085427e-001	6.95022658e-002	
2.35175879e-001	6.87971397e-002	
2.53266332e-001	6.81351174e-002	
2.71356784e-001	6.74730951e-002	
2.89447236e-001	6.68110728e-002	
3.07537688e-001	6.61490506e-002	
3.25628141e-001	6.55126000e-002	
3.43718593e-001	6.48806133e-002	
3.61809045e-001	6.42486265e-002	
3.79899497e-001	6.33519080e-002	
3.97989950e-001	6.23548761e-002	
4.16080402e-001	6.13578442e-002	
4.34170854e-001	6.03608123e-002	
4.52261307e-001	5.93637804e-002	
4.70351759e-001	5.83667486e-002	
4.88442211e-001	5.73697167e-002	
5.06532663e-001	5.64254408e-002	
5.24623116e-001	5.54068540e-002	
5.42713568e-001	5.40540713e-002	
5.60804020e-001	5.27012885e-002	
5.78894472e-001	5.13485058e-002	
5.96984925e-001	4.99957230e-002	
6.15075377e-001	4.86429403e-002	
6.33165829e-001	4.72901575e-002	
6.51256281e-001	4.59373747e-002	
6.69346734e-001	4.45845920e-002	
6.87437186e-001	4.32318092e-002	
7.05527638e-001	4.19823849e-002	
7.23618090e-001	4.08868758e-002	
7.41708543e-001	3.96721394e-002	
7.59798995e-001	3.84087570e-002	
7.77889447e-001	3.71453746e-002	
7.95979899e-001	3.58819921e-002	
8.14070352e-001	3.46186097e-002	
8.32160804e-001	3.33552273e-002	
8.50251256e-001	3.20918448e-002	
8.68341709e-001	3.08284624e-002	
8.86432161e-001	2.95449111e-002	
9.04522613e-001	2.82187649e-002	
9.22613065e-001	2.68926188e-002	
9.40703518e-001	2.55664727e-002	
9.58793970e-001	2.42096836e-002	
9.76884422e-001	2.27974324e-002	
9.94974874e-001	2.14197363e-002	
1.01306533e+000	2.01306357e-002	
1.03115578e+000	1.88415352e-002	
1.04924623e+000	1.76303911e-002	
1.06733668e+000	1.65192869e-002	
1.08542714e+000	1.54081826e-002	
1.10351759e+000	1.42707938e-002	
1.12160804e+000	1.30453838e-002	
1.13969849e+000	1.18199738e-002	
1.15778894e+000	1.05945637e-002	
1.17587940e+000	9.36915367e-003	
1.19396985e+000	8.14374362e-003	
1.21206030e+000	7.09664126e-003	
1.23015075e+000	6.05171267e-003	
1.24824121e+000	5.07458890e-003	
1.26633166e+000	4.17334653e-003	
1.28442211e+000	3.27210415e-003	
1.30251256e+000	2.39384299e-003	
1.32060302e+000	1.54208471e-003	
1.33869347e+000	6.90326426e-004	
1.35678392e+000	-1.61431858e-004	
1.37487437e+000	-1.01319014e-003	
1.39296482e+000	-1.86494843e-003	
1.41105528e+000	-2.71670671e-003	
1.42914573e+000	-3.56846499e-003	
1.44723618e+000	-4.26173506e-003	
1.46532663e+000	-4.94847715e-003	
1.48341709e+000	-5.65165527e-003	
1.50150754e+000	-6.44370565e-003	
1.51959799e+000	-7.23575602e-003	
1.53768844e+000	-8.02780639e-003	
1.55577889e+000	-8.73152399e-003	
1.57386935e+000	-9.30439645e-003	
1.59195980e+000	-9.87726890e-003	
1.61005025e+000	-1.04532115e-002	
1.62814070e+000	-1.10918182e-002	
1.64623116e+000	-1.17304249e-002	
1.66432161e+000	-1.23690316e-002	
1.68241206e+000	-1.29947851e-002	
1.70050251e+000	-1.35598302e-002	
1.71859296e+000	-1.41248754e-002	
1.73668342e+000	-1.46367335e-002	
1.75477387e+000	-1.51445118e-002	
1.77286432e+000	-1.56522901e-002	
1.79095477e+000	-1.61600684e-002	
1.80904523e+000	-1.66678467e-002	
1.82713568e+000	-1.71756250e-002	
1.84522613e+000	-1.76834033e-002	
1.86331658e+000	-1.82234706e-002	
1.88140704e+000	-1.86270582e-002	
1.89949749e+000	-1.89687969e-002	
1.91758794e+000	-1.93105357e-002	
1.93567839e+000	-1.96522745e-002	
1.95376884e+000	-1.99940132e-002	
1.97185930e+000	-2.03357520e-002	
1.98994975e+000	-2.06756818e-002	
2.00804020e+000	-2.10084194e-002	
2.02613065e+000	-2.13384316e-002	
2.04422111e+000	-2.16487341e-002	
2.06231156e+000	-2.19590366e-002	
2.08040201e+000	-2.22693390e-002	
2.09849246e+000	-2.25636809e-002	
2.11658291e+000	-2.28358583e-002	
2.13467337e+000	-2.31080356e-002	
2.15276382e+000	-2.33425693e-002	
2.17085427e+000	-2.35585031e-002	
2.18894472e+000	-2.37744369e-002	
2.20703518e+000	-2.39903707e-002	
2.22512563e+000	-2.41916022e-002	
2.24321608e+000	-2.43927469e-002	
2.26130653e+000	-2.45938917e-002	
2.27939698e+000	-2.47686119e-002	
2.29748744e+000	-2.49371308e-002	
2.31557789e+000	-2.51056497e-002	
2.33366834e+000	-2.52744250e-002	
2.35175879e+000	-2.54434191e-002	
2.36984925e+000	-2.56124133e-002	
2.38793970e+000	-2.57814074e-002	
2.40603015e+000	-2.59504015e-002	
2.42412060e+000	-2.61123972e-002	
2.44221106e+000	-2.62514208e-002	
2.46030151e+000	-2.63658347e-002	
2.47839196e+000	-2.64579125e-002	
2.49648241e+000	-2.65755529e-002	
2.51457286e+000	-2.66931932e-002	
2.53266332e+000	-2.68108336e-002	
2.55075377e+000	-2.69136906e-002	
2.56884422e+000	-2.69819588e-002	
2.58693467e+000	-2.70502270e-002	
2.60502513e+000	-2.71129150e-002	
2.62311558e+000	-2.71691623e-002	
2.64120603e+000	-2.72254096e-002	
2.65929648e+000	-2.72816568e-002	
2.67738693e+000	-2.73347402e-002	
2.69547739e+000	-2.73660147e-002	
2.71356784e+000	-2.73984241e-002	
2.73165829e+000	-2.74376452e-002	
2.74974874e+000	-2.74768663e-002	
2.76783920e+000	-2.75160874e-002	
2.78592965e+000	-2.75553085e-002	
2.80402010e+000	-2.75945296e-002	
2.82211055e+000	-2.76337507e-002	
2.84020101e+000	-2.76843062e-002	
2.85829146e+000	-2.77371923e-002	
2.87638191e+000	-2.77791346e-002	
2.89447236e+000	-2.78210770e-002	
2.91256281e+000	-2.78630193e-002	
2.93065327e+000	-2.79049616e-002	
2.94874372e+000	-2.79153065e-002	
2.96683417e+000	-2.79181351e-002	
2.98492462e+000	-2.79261292e-002	
3.00301508e+000	-2.79567046e-002	
3.02110553e+000	-2.79872799e-002	
3.03919598e+000	-2.80178888e-002	
3.05728643e+000	-2.80485160e-002	
3.07537688e+000	-2.80791431e-002	
3.09346734e+000	-2.81097702e-002	
3.11155779e+000	-2.81373160e-002	
3.12964824e+000	-2.81575974e-002	
3.14773869e+000	-2.81224604e-002	
3.16582915e+000	-2.80791359e-002	
3.18391960e+000	-2.80358073e-002	
3.20201005e+000	-2.79923887e-002	
3.22010050e+000	-2.79489701e-002	
3.23819095e+000	-2.79160378e-002	
3.25628141e+000	-2.79014368e-002	
3.27437186e+000	-2.78839692e-002	
3.29246231e+000	-2.78650382e-002	
3.31055276e+000	-2.78461071e-002	
3.32864322e+000	-2.78271760e-002	
3.34673367e+000	-2.78082449e-002	
3.36482412e+000	-2.77893138e-002	
3.38291457e+000	-2.77703827e-002	
3.40100503e+000	-2.77598667e-002	
3.41909548e+000	-2.77621933e-002	
3.43718593e+000	-2.77645198e-002	
3.45527638e+000	-2.77407041e-002	
3.47336683e+000	-2.77074418e-002	
3.49145729e+000	-2.76741796e-002	
3.50954774e+000	-2.76409173e-002	
3.52763819e+000	-2.75983916e-002	
3.54572864e+000	-2.75418530e-002	
3.56381910e+000	-2.74853144e-002	
3.58190955e+000	-2.74287758e-002	
3.60000000e+000	-2.73722385e-002	
