Start Time,Mean Abs Value,Duration,Calculated Speed
0.3172539999999997,0.0857250425114966,0.45321999999999985,17.21836979833194
0.7704739999999995,0.08349355415273933,0.46588350000000067,16.750345440437336
1.2363575000000002,0.08103946499000941,0.47987999999999986,16.26179369842461
1.7162375,0.07870463343706692,0.4932099999999999,15.822285760629347
2.2094475,0.0763688830761459,0.5058735000000003,15.426207460956137
2.7153210000000003,0.07387291943165739,0.5232025,14.91527574887352
3.2385235000000003,0.07193615009863878,0.5411980000000001,14.419324461657283
3.7797215000000004,0.0698719554447702,0.5578604999999999,13.98863974058031
4.337582,0.06706078545129586,0.5785220000000004,13.489045464131
4.916104000000001,0.06449237171042439,0.6025159999999987,12.951871087240862
5.518619999999999,0.06222214030137487,0.6271765000000009,12.44260516776376
6.1457965,0.05951983813535083,0.6565025000000002,11.886793363315444
6.8022990000000005,0.05801980520143758,0.6864949999999999,11.367467439675455
