Start Time,Mean Abs Value,Duration,Calculated Speed
0.3172539999999997,0.05867699413757884,0.5252020000000003,14.858491704144301
0.842456,0.05686592931092224,0.5425309999999998,14.383896146026684
1.3849869999999997,0.055028849534158195,0.5571940000000004,14.005372563236492
1.9421810000000002,0.05284656501051897,0.5798550000000002,13.45803616421346
2.5220360000000004,0.05089241235412115,0.6038489999999999,12.923279760337438
3.1258850000000002,0.04882748740769568,0.6265100000000001,12.455841981772036
3.7523950000000004,0.04686695401837036,0.6558360000000003,11.898873437871657
4.408231000000001,0.044279267634615066,0.6904939999999993,11.301632686163831
5.098725,0.04232224451567845,0.7238189999999998,10.781299689563278
5.822544,0.03984245551759715,0.770474000000001,10.128452822548184
6.593018000000001,0.0373102916755538,0.8264599999999991,9.442331824891717
