Start Time,Mean Abs Value,Duration,Calculated Speed
0.46255099999999966,0.08032472224352749,0.4772140000000003,16.352641707913
0.939765,0.07796849221413435,0.4918770000000001,15.865164583828879
1.431642,0.07606713440196188,0.50654,15.405909819560152
1.938182,0.07435013076925644,0.5198700000000003,15.010886490853473
2.4580520000000003,0.0719963725656271,0.5385319999999996,14.490707256021938
2.996584,0.06987913628276303,0.5545280000000004,14.07270608517513
3.5511120000000003,0.06726349752306113,0.5758560000000004,13.551494748687164
4.126968000000001,0.06503597230669236,0.5931849999999992,13.155608385242395
4.720153,0.06266952885254735,0.6198449999999998,12.58977576652228
5.339998,0.0596105472301489,0.6505040000000006,11.996405187362402
5.990502,0.05719056141507976,0.6784970000000001,11.501465091223686
6.668999,0.05448113347523372,0.7131550000000004,10.942515385855803
