Temps;V1
0;-0,246399916708469
0,002;-0,22953370725736
0,004;-0,207045427989215
0,006;-0,178935078904033
0,008;-0,145202660001814
0,01;-0,111470241099596
0,012;-0,0721157523803413
0,014;-0,0383833334781229
0,016;0,000971155241131783
0,018;0,0403256439603865
0,02;0,0796801326796412
0,022;0,130278761032969
0,024;0,169633249752223
0,026;0,220231878105551
0,028;0,270830506458879
0,03;0,304562925361097
0,032;0,321429134812206
0,034;0,327051204629242
0,036;0,31580706499517
0,038;0,287696715909988
0,04;0,242720157373697
0,042;0,208987738471478
0,044;0,180877389386296
0,046;0,158389110118151
0,048;0,147144970484078
0,05;0,141522900667042
0,052;0,147144970484078
0,054;0,152767040301114
0,056;0,17525531956926
0,058;0,197743598837405
0,06;0,214609808288515
0,062;0,231476017739624
0,064;0,248342227190733
0,066;0,242720157373697
0,068;0,23709808755666
0,07;0,214609808288515
0,072;0,197743598837405
0,074;0,169633249752223
0,076;0,135900830850005
0,078;0,102168411947787
0,08;0,0684359930455685
0,082;0,0347035741433501
0,084;0,000971155241131783
0,086;-0,0440054032951593
0,088;-0,0889819618314505
0,09;-0,128336450550705
0,092;-0,178935078904033
0,094;-0,223911637440324
0,096;-0,268888195976615
0,098;-0,30824268469587
0,1;-0,319486824329942
0,102;-0,319486824329942
0,104;-0,302620614878833
0,106;-0,280132335610688
0,108;-0,240777846891433
0,11;-0,207045427989215
0,112;-0,173313009086996
0,114;-0,150824729818851
0,116;-0,145202660001814
0,118;-0,145202660001814
0,12;-0,150824729818851
0,122;-0,156446799635887
0,124;-0,178935078904033
0,126;-0,207045427989215
0,128;-0,22953370725736
0,13;-0,240777846891433
0,132;-0,252021986525506
0,134;-0,252021986525506
0,136;-0,240777846891433
0,138;-0,212667497806251
0,14;-0,190179218538105
0,142;-0,156446799635887
0,144;-0,122714380733669
0,146;-0,0889819618314505
0,148;-0,0552495429292321
0,15;-0,0158950542099774
0,152;0,0234594345092773
0,154;0,0571918534114957
0,156;0,102168411947787
0,158;0,147144970484078
0,16;0,197743598837405
0,162;0,23709808755666
0,164;0,276452576275915
0,166;0,310184995178133
0,168;0,321429134812206
0,17;0,310184995178133
0,172;0,287696715909988
0,174;0,248342227190733
0,176;0,203365668654442
0,178;0,158389110118151
0,18;0,11341255158186
0,182;0,0796801326796412
0,184;0,0515697835944593
0,186;0,0347035741433501
0,188;0,0234594345092773
0,19;0,00659322505816817
0,192;0,000971155241131783
0,194;0,000971155241131783
0,196;0,000971155241131783
0,198;-0,00465091457590461
0,2;-0,00465091457590461
0,202;0,000971155241131783
0,204;0,00659322505816817
0,206;0,00659322505816817
0,208;0,0122152948752046
0,21;0,0234594345092773
0,212;0,0290815043263137
0,214;0,0459477137774229
0,216;0,0571918534114957
0,218;0,0796801326796412
0,22;0,102168411947787
0,222;0,124656691215932
0,224;0,152767040301114
0,226;0,180877389386296
0,228;0,208987738471478
0,23;0,231476017739624
0,232;0,248342227190733
0,234;0,23709808755666
0,236;0,231476017739624
0,238;0,220231878105551
0,24;0,197743598837405
0,242;0,164011179935187
0,244;0,141522900667042
0,246;0,107790481764823
0,248;0,0740580628626049
0,25;0,0403256439603865
0,252;0,0122152948752046
0,254;-0,0271391938440502
0,256;-0,0777378221973777
0,258;-0,117092310916632
0,26;-0,156446799635887
0,262;-0,201423358172178
0,264;-0,240777846891433
0,266;-0,268888195976615
0,268;-0,285754405427724
0,27;-0,291376475244761
0,272;-0,274510265793651
0,274;-0,252021986525506
0,276;-0,218289567623287
0,278;-0,184557148721069
0,28;-0,16769093926996
0,282;-0,145202660001814
0,284;-0,133958520367742
0,286;-0,128336450550705
0,288;-0,139580590184778
0,29;-0,145202660001814
0,292;-0,16769093926996
0,294;-0,190179218538105
0,296;-0,201423358172178
0,298;-0,223911637440324
0,3;-0,235155777074397
0,302;-0,246399916708469
0,304;-0,22953370725736
