Temps,EA0,Temps,EA1
0,-1.31347621232271,0,-0.112833388149738
0.000125,-1.30345350876451,0.000125,-0.102892059832811
0.00025,-1.2934308052063,0.00025,-0.102892059832811
0.000375,-1.2884194534272,0.000375,-0.0979213956743479
0.0005,-1.2884194534272,0.0005,-0.0979213956743479
0.000625,-1.27839674986899,0.000625,-0.0929507315158844
0.00075,-1.27839674986899,0.00075,-0.0929507315158844
0.000875,-1.27338539808989,0.000875,-0.0929507315158844
0.001,-1.26837404631078,0.001,-0.0929507315158844
0.001125,-1.25835134275258,0.001125,-0.0879800673574209
0.00125,-1.25835134275258,0.00125,-0.0879800673574209
0.001375,-1.25333999097347,0.001375,-0.0879800673574209
0.0015,-1.24832863919437,0.0015,-0.0830094031989574
0.001625,-1.24331728741527,0.001625,-0.078038739040494
0.00175,-1.23830593563616,0.00175,-0.078038739040494
0.001875,-1.22828323207796,0.001875,-0.0730680748820305
0.002,-1.22828323207796,0.002,-0.078038739040494
0.002125,-1.22327188029885,0.002125,-0.0730680748820305
0.00225,-1.21324917674065,0.00225,-0.0730680748820305
0.002375,-1.21324917674065,0.002375,-0.078038739040494
0.0025,-1.21324917674065,0.0025,-0.078038739040494
0.002625,-1.20322647318244,0.002625,-0.0730680748820305
0.00275,-1.19821512140334,0.00275,-0.068097410723567
0.002875,-1.18819241784513,0.002875,-0.0581560824066401
0.003,-1.18318106606603,0.003,-0.0631267465651035
0.003125,-1.18318106606603,0.003125,-0.0631267465651035
0.00325,-1.17816971428692,0.00325,-0.0631267465651035
0.003375,-1.17315836250782,0.003375,-0.0631267465651035
0.0035,-1.16814701072872,0.0035,-0.0581560824066401
0.003625,-1.16313565894961,0.003625,-0.0581560824066401
0.00375,-1.15812430717051,0.00375,-0.0581560824066401
0.003875,-1.15311295539141,0.003875,-0.0531854182481766
0.004,-1.1430902518332,0.004,-0.0482147540897131
0.004125,-1.1380789000541,0.004125,-0.0531854182481766
0.00425,-1.1430902518332,0.00425,-0.0531854182481766
0.004375,-1.13306754827499,0.004375,-0.0482147540897131
0.0045,-1.12805619649589,0.0045,-0.0482147540897131
0.004625,-1.12805619649589,0.004625,-0.0482147540897131
0.00475,-1.11803349293768,0.00475,-0.0432440899312496
0.004875,-1.11302214115858,0.004875,-0.0482147540897131
0.005,-1.10801078937948,0.005,-0.0432440899312496
0.005125,-1.10801078937948,0.005125,-0.0432440899312496
0.00525,-1.09297673404217,0.00525,-0.0432440899312496
0.005375,-1.09297673404217,0.005375,-0.0382734257727861
0.0055,-1.08295403048396,0.0055,-0.0333027616143227
0.005625,-1.07794267870486,0.005625,-0.0382734257727861
0.00575,-1.07794267870486,0.00575,-0.0382734257727861
0.005875,-1.06791997514665,0.005875,-0.0333027616143227
0.006,-1.06290862336755,0.006,-0.0333027616143227
0.006125,-1.06290862336755,0.006125,-0.0333027616143227
0.00625,-1.05789727158844,0.00625,-0.0333027616143227
0.006375,-1.05288591980934,0.006375,-0.0333027616143227
0.0065,-1.04286321625113,0.0065,-0.0283320974558592
0.006625,-1.04787456803024,0.006625,-0.0333027616143227
0.00675,-1.03785186447203,0.00675,-0.0283320974558592
0.006875,-1.03284051269293,0.006875,-0.0283320974558592
0.007,-1.02782916091383,0.007,-0.0283320974558592
0.007125,-1.02281780913472,0.007125,-0.0283320974558592
0.00725,-1.01279510557652,0.00725,-0.0233614332973957
0.007375,-1.01780645735562,0.007375,-0.0283320974558592
0.0075,-1.01279510557652,0.0075,-0.0283320974558592
0.007625,-1.00277240201831,0.007625,-0.0233614332973957
0.00775,-0.997761050239205,0.00775,-0.0233614332973957
0.007875,-0.992749698460102,0.007875,-0.0183907691389322
0.008,-0.987738346680999,0.008,-0.0233614332973957
0.008125,-0.987738346680999,0.008125,-0.0183907691389322
0.00825,-0.977715643122792,0.00825,-0.0183907691389322
0.008375,-0.967692939564586,0.008375,-0.0183907691389322
0.0085,-0.967692939564586,0.0085,-0.0183907691389322
0.008625,-0.957670236006379,0.008625,-0.0134201049804688
0.00875,-0.957670236006379,0.00875,-0.0183907691389322
0.008875,-0.952658884227276,0.008875,-0.0183907691389322
0.009,-0.947647532448173,0.009,-0.0134201049804688
0.009125,-0.942636180669069,0.009125,-0.0183907691389322
0.00925,-0.937624828889966,0.00925,-0.0134201049804688
0.009375,-0.932613477110863,0.009375,-0.0134201049804688
0.0095,-0.932613477110863,0.0095,-0.0134201049804688
0.009625,-0.932613477110863,0.009625,-0.0233614332973957
0.00975,-0.922590773552656,0.00975,-0.0134201049804688
0.009875,-0.907556718215346,0.009875,-0.00844944082200527
0.01,-0.91256806999445,0.01,-0.0134201049804688
0.010125,-0.902545366436243,0.010125,-0.00844944082200527
0.01025,-0.89753401465714,0.01025,-0.00844944082200527
0.010375,-0.89753401465714,0.010375,-0.0134201049804688
0.0105,-0.887511311098933,0.0105,-0.00844944082200527
0.010625,-0.88249995931983,0.010625,-0.00844944082200527
0.01075,-0.877488607540727,0.01075,-0.00844944082200527
0.010875,-0.872477255761623,0.010875,-0.00844944082200527
0.011,-0.86746590398252,0.011,-0.00844944082200527
0.011125,-0.862454552203417,0.011125,-0.00844944082200527
0.01125,-0.857443200424314,0.01125,-0.00844944082200527
0.011375,-0.85243184864521,0.011375,-0.00347877666354179
0.0115,-0.847420496866107,0.0115,-0.0134201049804688
0.011625,-0.842409145087004,0.011625,-0.00844944082200527
0.01175,-0.8373977933079,0.01175,-0.00347877666354179
0.011875,-0.827375089749694,0.011875,-0.00347877666354179
0.012,-0.827375089749694,0.012,-0.00844944082200527
0.012125,-0.822363737970591,0.012125,-0.00347877666354179
0.01225,-0.812341034412384,0.01225,-0.00347877666354179
0.012375,-0.812341034412384,0.012375,-0.00347877666354179
0.0125,-0.807329682633281,0.0125,-0.00347877666354179
0.012625,-0.802318330854177,0.012625,-0.00844944082200527
0.01275,-0.802318330854177,0.01275,-0.00844944082200527
0.012875,-0.792295627295971,0.012875,-0.00347877666354179
0.013,-0.782272923737764,0.013,-0.00347877666354179
0.013125,-0.782272923737764,0.013125,-0.00347877666354179
0.01325,-0.777261571958661,0.01325,-0.00347877666354179
0.013375,-0.772250220179558,0.013375,-0.00347877666354179
0.0135,-0.762227516621351,0.0135,0.00149188749492168
0.013625,-0.762227516621351,0.013625,-0.00347877666354179
0.01375,-0.752204813063145,0.01375,0.00149188749492168
0.013875,-0.752204813063145,0.013875,-0.00347877666354179
0.014,-0.747193461284041,0.014,-0.00347877666354179
0.014125,-0.742182109504938,0.014125,0.00149188749492168
0.01425,-0.747193461284041,0.01425,-0.00844944082200527
0.014375,-0.737170757725835,0.014375,-0.00347877666354179
0.0145,-0.722136702388525,0.0145,0.00149188749492168
0.014625,-0.727148054167628,0.014625,-0.00347877666354179
