x-axis,1,2
second,Volt,Volt
-2.0000000E+00,,
-1.9996000E+00,,
-1.9992000E+00,,
-1.9988000E+00,,
-1.9984000E+00,,
-1.9980000E+00,,
-1.9976000E+00,,
-1.9972000E+00,,
-1.9968000E+00,+12.5000E-03,+76.7588E-03
-1.9964000E+00,+22.9523E-03,-76.0050E-03
-1.9960000E+00,+16.5201E-03,+84.7990E-03
-1.9956000E+00,+32.6005E-03,-76.0050E-03
-1.9952000E+00,+25.3643E-03,-76.0050E-03
-1.9948000E+00,+25.3643E-03,-76.0050E-03
-1.9944000E+00,+32.6005E-03,-76.0050E-03
-1.9940000E+00,+12.5000E-03,-76.0050E-03
-1.9936000E+00,+12.5000E-03,-76.0050E-03
-1.9932000E+00,+12.5000E-03,-76.0050E-03
-1.9928000E+00,+32.6005E-03,-76.0050E-03
-1.9924000E+00,+26.1683E-03,-76.0050E-03
-1.9920000E+00,+24.5603E-03,-76.0050E-03
-1.9916000E+00,+14.9121E-03,-76.0050E-03
-1.9912000E+00,+12.5000E-03,-76.0050E-03
-1.9908000E+00,+12.5000E-03,-76.0050E-03
-1.9904000E+00,+12.5000E-03,-76.0050E-03
-1.9900000E+00,+12.5000E-03,+125.0000E-03
-1.9896000E+00,+26.9724E-03,-76.0050E-03
-1.9892000E+00,+12.5000E-03,-76.0050E-03
-1.9888000E+00,+12.5000E-03,+92.8392E-03
-1.9884000E+00,+32.6005E-03,+100.8794E-03
-1.9880000E+00,+32.6005E-03,-76.0050E-03
-1.9876000E+00,+18.9322E-03,-76.0050E-03
-1.9872000E+00,+31.7965E-03,-76.0050E-03
-1.9868000E+00,+12.5000E-03,+76.7588E-03
-1.9864000E+00,+12.5000E-03,-76.0050E-03
-1.9860000E+00,+12.5000E-03,+84.7990E-03
-1.9856000E+00,+14.1080E-03,-76.0050E-03
-1.9852000E+00,+25.3643E-03,-76.0050E-03
-1.9848000E+00,+12.5000E-03,-76.0050E-03
-1.9844000E+00,+30.9925E-03,+108.9196E-03
-1.9840000E+00,+12.5000E-03,+84.7990E-03
-1.9836000E+00,+22.1482E-03,+20.4774E-03
-1.9832000E+00,+32.6005E-03,-27.7638E-03
-1.9828000E+00,+32.6005E-03,-76.0050E-03
-1.9824000E+00,+26.1683E-03,-76.0050E-03
-1.9820000E+00,+24.5603E-03,-76.0050E-03
-1.9816000E+00,+14.9121E-03,-76.0050E-03
-1.9812000E+00,+29.3844E-03,-76.0050E-03
-1.9808000E+00,+12.5000E-03,-76.0050E-03
-1.9804000E+00,+12.5000E-03,-76.0050E-03
