time	V(n002)	V(n005)-V(n001)	I(D2)	I(V1)
3.989740975085340e-01	1.738110e+00	1.972929e+00	-4.521899e-08	2.181081e-05
3.990961678210340e-01	1.868991e+00	1.743984e+00	-4.244552e-08	1.544523e-05
3.993403084460340e-01	2.107647e+00	1.284594e+00	-3.770901e-08	8.911187e-06
3.998285896960340e-01	2.566352e+00	3.649521e-01	-3.508631e-08	9.036031e-07
3.999169760419262e-01	2.649186e+00	2.121192e-01	-2.904940e-08	2.091521e-07
4.000937487337108e-01	2.817077e+00	-1.408830e-03	-6.938779e-09	-6.308395e-07
4.004472941172799e-01	3.137353e+00	-2.478318e-01	2.632389e-08	-3.837566e-06
4.005356804631721e-01	3.192070e+00	-2.963904e-01	3.154422e-08	-5.241654e-06
4.007124531549567e-01	3.263327e+00	-3.813191e-01	3.738176e-08	-9.899191e-06
4.010659985385258e-01	3.429986e+00	-4.866797e-01	4.480535e-08	-2.648009e-05
4.017730893056639e-01	3.830291e+00	-5.747511e-01	5.438755e-08	-8.261152e-05
4.025423338792801e-01	4.342984e+00	-6.146855e-01	6.099597e-08	-1.733639e-04
4.033656506132626e-01	5.006328e+00	-6.454220e-01	9.137797e-08	-3.026945e-04
4.043422131132626e-01	5.877966e+00	-6.764541e-01	6.382375e-05	-5.482382e-04
4.053187756132626e-01	6.680022e+00	-7.209444e-01	7.668453e-03	-8.344251e-03
4.062953381132626e-01	7.363132e+00	-7.840862e-01	4.354010e-02	-4.439821e-02
4.071969067516783e-01	7.906219e+00	-8.303585e-01	1.067504e-01	-1.077580e-01
4.081734692516783e-01	8.362454e+00	-8.558664e-01	1.773247e-01	-1.784611e-01
4.091500317516783e-01	8.653334e+00	-8.437710e-01	2.251595e-01	-2.263807e-01
4.098295680238331e-01	8.737202e+00	-8.325014e-01	2.391949e-01	-2.404411e-01
4.105366408016400e-01	8.699679e+00	-8.450098e-01	2.329173e-01	-2.341523e-01
4.114734229849885e-01	8.486392e+00	-8.573580e-01	1.975463e-01	-1.987185e-01
4.124499854849885e-01	8.088512e+00	-8.446140e-01	1.341309e-01	-1.351895e-01
4.134265479849885e-01	7.539289e+00	-8.041544e-01	6.173645e-02	-6.264275e-02
4.144031104849885e-01	6.882543e+00	-7.401571e-01	1.405358e-02	-1.478268e-02
4.153796729849885e-01	6.113453e+00	-6.674223e-01	2.856530e-04	-8.230872e-04
4.159427342285742e-01	5.568743e+00	-6.425514e-01	2.789727e-07	-4.265968e-04
4.165773672322825e-01	4.888388e+00	-6.265893e-01	-5.706511e-08	-3.076035e-04
4.169656552766925e-01	4.509570e+00	-6.140609e-01	-6.766439e-08	-2.408759e-04
4.172780591172338e-01	4.244340e+00	-6.062026e-01	-6.422899e-08	-1.924337e-04
4.176195880780240e-01	3.981695e+00	-5.989230e-01	-6.092376e-08	-1.466917e-04
4.183026459996044e-01	3.523832e+00	-5.523958e-01	-5.414371e-08	-7.774415e-05
4.192792084996044e-01	2.961982e+00	-3.765225e-01	-4.070139e-08	-1.116422e-05
4.194012788121044e-01	2.905565e+00	-3.285309e-01	-3.829358e-08	-6.618056e-06
4.196454194371044e-01	2.803302e+00	-1.638767e-01	-2.948890e-08	-3.179781e-06
4.201337006871044e-01	2.488957e+00	2.779756e-01	-1.575609e-09	1.328204e-06
4.206251620040415e-01	2.000143e+00	8.275218e-01	2.889345e-08	7.465439e-06
4.207443985857796e-01	1.869082e+00	1.010464e+00	3.504519e-08	1.027303e-05
4.209828717492559e-01	1.605283e+00	1.450331e+00	4.336245e-08	2.026652e-05
4.214598180762084e-01	1.045777e+00	2.327885e+00	5.172518e-08	5.205638e-05
4.220876179632226e-01	3.337935e-01	3.462526e+00	5.721235e-08	1.138570e-04
4.227913080713750e-01	-3.566690e-01	4.689404e+00	6.374179e-08	2.093116e-04
4.237678705713750e-01	-1.118715e+00	6.262142e+00	8.687035e-07	3.763116e-04
4.247444330713750e-01	-1.762201e+00	7.610753e+00	7.954448e-04	1.358280e-03
4.257209955713750e-01	-2.340830e+00	8.725179e+00	1.472866e-02	1.548176e-02
4.265088646839946e-01	-2.692871e+00	9.497620e+00	5.420917e-02	5.510576e-02
4.273561053055183e-01	-2.929502e+00	1.020417e+01	1.193631e-01	1.203950e-01
4.283326678055183e-01	-3.102017e+00	1.080108e+01	1.867569e-01	1.879100e-01
4.293092303055183e-01	-3.201560e+00	1.113374e+01	2.297398e-01	2.309692e-01
4.299649848032118e-01	-3.225403e+00	1.120284e+01	2.403565e-01	2.416048e-01
4.305869853892836e-01	-3.207754e+00	1.115295e+01	2.324511e-01	2.336853e-01
4.315552768317746e-01	-3.117045e+00	1.085290e+01	1.930104e-01	1.941746e-01
4.325318393317746e-01	-2.950835e+00	1.028605e+01	1.279035e-01	1.289506e-01
4.335084018317746e-01	-2.671919e+00	9.487557e+00	5.635851e-02	5.725074e-02
4.344849643317746e-01	-2.216423e+00	8.512943e+00	1.197252e-02	1.268611e-02
4.354615268317746e-01	-1.537458e+00	7.453313e+00	1.738016e-04	6.950125e-04
4.360312573725908e-01	-1.050831e+00	6.830305e+00	1.172574e-07	4.093831e-04
4.366619661873105e-01	-5.298123e-01	6.028912e+00	-6.086029e-08	2.929304e-04
4.370661976425204e-01	-2.157491e-01	5.393064e+00	-6.564434e-08	2.249747e-04
4.373920707618897e-01	6.243906e-02	4.834857e+00	-6.227103e-08	1.758521e-04
4.377009191868674e-01	3.582518e-01	4.294537e+00	-6.007433e-08	1.348296e-04
4.381199094216858e-01	7.975433e-01	3.545171e+00	-5.584493e-08	8.860682e-05
4.386956857729040e-01	1.419979e+00	2.490810e+00	-4.942781e-08	4.462939e-05
4.396098883807749e-01	2.375653e+00	7.789411e-01	-3.886920e-08	4.036906e-06
4.397319586932749e-01	2.493849e+00	5.478491e-01	-3.665161e-08	1.539594e-06
4.399760993182749e-01	2.739017e+00	1.631008e-01	-2.077114e-08	1.553645e-08
4.403062468136525e-01	3.107497e+00	-1.658904e-01	2.210293e-08	-1.816632e-06
4.403544608469860e-01	3.145019e+00	-1.971062e-01	2.847658e-08	-2.285044e-06
4.404508889136529e-01	3.182774e+00	-2.502165e-01	3.422846e-08	-3.786860e-06
4.406437450469867e-01	3.256792e+00	-3.463741e-01	3.702715e-08	-8.277663e-06
4.410294573136544e-01	3.433921e+00	-4.718632e-01	4.355242e-08	-2.547971e-05
4.418008818469897e-01	3.866828e+00	-5.757699e-01	5.437568e-08	-8.581173e-05
4.425488749924815e-01	4.363685e+00	-6.143017e-01	6.074495e-08	-1.739113e-04
4.433586745159898e-01	5.012375e+00	-6.447978e-01	8.941359e-08	-3.013658e-04
4.443352370159898e-01	5.876562e+00	-6.762118e-01	6.078438e-05	-5.438456e-04
4.453117995159898e-01	6.675144e+00	-7.205505e-01	7.531898e-03	-8.206338e-03
4.462883620159898e-01	7.358286e+00	-7.842131e-01	4.319953e-02	-4.405634e-02
4.472005015885975e-01	7.907858e+00	-8.310452e-01	1.070537e-01	-1.080618e-01
4.481770640885975e-01	8.363815e+00	-8.559151e-01	1.775458e-01	-1.786825e-01
4.491536265885975e-01	8.653866e+00	-8.439484e-01	2.252484e-01	-2.264698e-01
4.498354211040403e-01	8.737461e+00	-8.324385e-01	2.392387e-01	-2.404850e-01
4.505388175561576e-01	8.699564e+00	-8.448219e-01	2.328980e-01	-2.341330e-01
4.514769625586507e-01	8.485223e+00	-8.574181e-01	1.973545e-01	-1.985263e-01
4.524535250586507e-01	8.086760e+00	-8.445301e-01	1.338634e-01	-1.349215e-01
4.534300875586507e-01	7.537088e+00	-8.039474e-01	6.150117e-02	-6.240686e-02
4.544066500586507e-01	6.879973e+00	-7.399836e-01	1.395953e-02	-1.468797e-02
4.553832125586507e-01	6.109739e+00	-6.672039e-01	2.779281e-04	-8.146482e-04
4.559408368128814e-01	5.569646e+00	-6.424565e-01	2.709459e-07	-4.269262e-04
4.565720524375600e-01	4.894074e+00	-6.268420e-01	-5.673922e-08	-3.085800e-04
4.569692204390877e-01	4.507432e+00	-6.140966e-01	-6.759802e-08	-2.403360e-04
4.572834310739828e-01	4.240914e+00	-6.061115e-01	-6.415938e-08	-1.916623e-04
4.576283034136359e-01	3.976220e+00	-5.987141e-01	-6.081798e-08	-1.456243e-04
4.583180480929420e-01	3.515409e+00	-5.500150e-01	-5.393668e-08	-7.646873e-05
4.592946105929420e-01	2.956697e+00	-3.682811e-01	-4.048497e-08	-1.074669e-05
4.594166809054420e-01	2.900523e+00	-3.197729e-01	-3.818004e-08	-6.294536e-06
4.596608215304420e-01	2.795107e+00	-1.577461e-01	-2.945429e-08	-2.964814e-06
4.601491027804420e-01	2.472411e+00	2.807545e-01	-5.593888e-10	1.463665e-06
4.606292410668024e-01	1.995596e+00	8.294770e-01	3.022197e-08	7.512450e-06
4.607410424096919e-01	1.873715e+00	1.003546e+00	3.570916e-08	1.012627e-05
4.609646450954708e-01	1.627566e+00	1.416556e+00	4.296121e-08	1.923784e-05
4.614118504670287e-01	1.103091e+00	2.240039e+00	5.119192e-08	4.815156e-05
4.620347921253592e-01	3.919090e-01	3.368329e+00	5.676728e-08	1.077766e-04
4.627237474701056e-01	-2.946179e-01	4.574105e+00	6.301605e-08	1.992180e-04
4.637003099701056e-01	-1.069108e+00	6.159865e+00	5.300304e-07	3.636470e-04
4.646768724701056e-01	-1.717055e+00	7.526299e+00	5.444498e-04	1.094058e-03
4.656534349701056e-01	-2.304542e+00	8.654407e+00	1.270675e-02	1.344717e-02
4.664450285579048e-01	-2.669508e+00	9.438763e+00	5.001977e-02	5.090524e-02
4.672994849793493e-01	-2.916276e+00	1.016207e+01	1.148579e-01	1.158814e-01
4.682760474793493e-01	-3.094214e+00	1.077350e+01	1.834873e-01	1.846346e-01
4.692526099793493e-01	-3.199332e+00	1.112183e+01	2.287531e-01	2.299807e-01
4.698547637312632e-01	-3.224428e+00	1.119996e+01	2.399202e-01	2.411677e-01
4.705460104546706e-01	-3.208636e+00	1.115976e+01	2.328338e-01	2.340687e-01
4.714886584940596e-01	-3.125799e+00	1.088207e+01	1.967176e-01	1.978884e-01
4.724652209940596e-01	-2.965080e+00	1.033267e+01	1.329781e-01	1.340346e-01
4.734417834940596e-01	-2.695820e+00	9.548295e+00	6.072543e-02	6.162912e-02
4.744183459940596e-01	-2.253901e+00	8.583776e+00	1.365153e-02	1.437775e-02
4.753949084940596e-01	-1.593216e+00	7.521580e+00	2.619209e-04	7.963388e-04
4.759625825193734e-01	-1.118053e+00	6.900551e+00	2.403250e-07	4.228089e-04
4.766163906686562e-01	-5.785517e-01	6.093850e+00	-5.855543e-08	3.008664e-04
4.770121807244738e-01	-2.737417e-01	5.485060e+00	-6.666098e-08	2.333641e-04
4.773084555347917e-01	-2.773861e-02	4.979904e+00	-6.342919e-08	1.878187e-04
4.776255260756597e-01	2.718455e-01	4.427809e+00	-6.081438e-08	1.452135e-04
4.782006322047813e-01	8.745579e-01	3.399149e+00	-5.511749e-08	8.562023e-05
4.791771947047813e-01	1.949353e+00	1.591748e+00	-4.082322e-08	1.419530e-05
4.792992650172813e-01	2.073780e+00	1.361961e+00	-3.835883e-08	9.004066e-06
4.795434056422813e-01	2.294027e+00	9.042421e-01	-3.383692e-08	4.746501e-06
4.800316868922813e-01	2.724662e+00	3.639784e-02	-1.531034e-08	1.601143e-07
4.801149274470125e-01	2.814806e+00	-5.908452e-02	-8.457941e-09	-3.576324e-07
4.802814085564749e-01	3.029113e+00	-1.554402e-01	1.981178e-09	-1.468293e-06
4.803230288338405e-01	3.075788e+00	-1.786531e-01	7.661438e-09	-1.886616e-06
4.804062693885717e-01	3.136496e+00	-2.252083e-01	2.368555e-08	-3.062241e-06
4.805727504980341e-01	3.210695e+00	-3.150172e-01	3.553757e-08	-6.293577e-06
4.808573044820126e-01	3.326399e+00	-4.411483e-01	4.081472e-08	-1.467763e-05
4.811502704669630e-01	3.469548e+00	-5.140438e-01	4.713749e-08	-2.956521e-05
4.817362024368636e-01	3.808002e+00	-5.734577e-01	5.417009e-08	-7.815125e-05
4.825605646896418e-01	4.360523e+00	-6.167092e-01	6.114414e-08	-1.766700e-04
4.834051720566976e-01	5.041619e+00	-6.471729e-01	1.022269e-07	-3.097082e-04
4.843817345566976e-01	5.911748e+00	-6.778593e-01	8.390807e-05	-5.759950e-04
4.853582970566976e-01	6.709910e+00	-7.232571e-01	8.463309e-03	-9.146788e-03
4.863348595566976e-01	7.389603e+00	-7.852440e-01	4.580918e-02	-4.667447e-02
4.872143020604586e-01	7.916516e+00	-8.297272e-01	1.080930e-01	-1.091035e-01
4.881908645604586e-01	8.369061e+00	-8.561029e-01	1.783911e-01	-1.795293e-01
4.891674270604586e-01	8.655888e+00	-8.446274e-01	2.255856e-01	-2.268075e-01
4.898578906560460e-01	8.738398e+00	-8.321905e-01	2.393966e-01	-2.406431e-01
4.905471731749963e-01	8.699114e+00	-8.440914e-01	2.328233e-01	-2.340582e-01
4.914905490820451e-01	8.480713e+00	-8.576431e-01	1.966143e-01	-1.977849e-01
4.924671115820451e-01	8.080009e+00	-8.442020e-01	1.328349e-01	-1.338911e-01
4.934436740820451e-01	7.528625e+00	-8.031511e-01	6.060029e-02	-6.150365e-02
4.944202365820451e-01	6.870319e+00	-7.386942e-01	1.360213e-02	-1.432800e-02
4.953967990820451e-01	6.096127e+00	-6.666460e-01	2.583805e-04	-7.924192e-04
4.959625325535566e-01	5.545715e+00	-6.418343e-01	2.349887e-07	-4.226818e-04
4.965847032323527e-01	4.883033e+00	-6.271262e-01	-5.684610e-08	-3.065049e-04
4.970128417212139e-01	4.470028e+00	-6.133289e-01	-6.703615e-08	-2.333987e-04
4.973184669696323e-01	4.212780e+00	-6.050296e-01	-6.370908e-08	-1.864634e-04
4.976539333055008e-01	3.957251e+00	-5.975759e-01	-6.069103e-08	-1.421461e-04
4.983248659772379e-01	3.511483e+00	-5.491261e-01	-5.382078e-08	-7.558773e-05
4.993014284772379e-01	2.955379e+00	-3.651087e-01	-3.938234e-08	-1.056485e-05
4.994234987897379e-01	2.899237e+00	-3.164269e-01	-3.729381e-08	-6.154176e-06
4.996676394147379e-01	2.792198e+00	-1.556023e-01	-2.930658e-08	-2.871443e-06
5.001559206647379e-01	2.465495e+00	2.824966e-01	-9.154545e-11	1.544625e-06
5.006371555677616e-01	1.988124e+00	8.405707e-01	3.140382e-08	7.669853e-06
5.007436846428392e-01	1.872487e+00	1.007975e+00	3.639288e-08	1.016528e-05
5.009567427929946e-01	1.638469e+00	1.401941e+00	4.279569e-08	1.874161e-05
5.013828590933053e-01	1.138970e+00	2.186893e+00	5.089190e-08	4.588541e-05
5.020111288071328e-01	4.194013e-01	3.326042e+00	5.661488e-08	1.052063e-04
5.026966184736709e-01	-2.684588e-01	4.527650e+00	6.272437e-08	1.952525e-04
5.036731809736709e-01	-1.048501e+00	6.118556e+00	4.377312e-07	3.586422e-04
5.046497434736709e-01	-1.698682e+00	7.492104e+00	4.649368e-04	1.009241e-03
5.056263059736709e-01	-2.289604e+00	8.625826e+00	1.198828e-02	1.272358e-02
5.064215908832009e-01	-2.660490e+00	9.417074e+00	4.856235e-02	4.944369e-02
5.072804245932727e-01	-2.911561e+00	1.014780e+01	1.133395e-01	1.143601e-01
5.082569870932727e-01	-3.091468e+00	1.076404e+01	1.823653e-01	1.835106e-01
5.092335495932727e-01	-3.197793e+00	1.111765e+01	2.280683e-01	2.292947e-01
5.098551994913011e-01	-3.224175e+00	1.119998e+01	2.398020e-01	2.410493e-01
5.105461724896355e-01	-3.208638e+00	1.115973e+01	2.328324e-01	2.340672e-01
5.114889219642587e-01	-3.125766e+00	1.088195e+01	1.967033e-01	1.978740e-01
5.124654844642587e-01	-2.965024e+00	1.033249e+01	1.329582e-01	1.340146e-01
5.134420469642587e-01	-2.695727e+00	9.548057e+00	6.070799e-02	6.161163e-02
5.144186094642587e-01	-2.253764e+00	8.583486e+00	1.364464e-02	1.437081e-02
5.153951719642587e-01	-1.591993e+00	7.522986e+00	2.616030e-04	7.959692e-04
5.159631881398004e-01	-1.116069e+00	6.902867e+00	2.394134e-07	4.226775e-04
5.166133529492858e-01	-5.812114e-01	6.099510e+00	-5.842727e-08	3.014013e-04
5.170117363438123e-01	-2.754799e-01	5.485839e+00	-6.670836e-08	2.334446e-04
5.173084574250365e-01	-2.926751e-02	4.979922e+00	-6.346853e-08	1.878260e-04
5.176271293162873e-01	2.720153e-01	4.425000e+00	-6.082197e-08	1.450745e-04
5.182148914622784e-01	8.880773e-01	3.373260e+00	-5.497951e-08	8.444479e-05
5.191914539622784e-01	1.961220e+00	1.564956e+00	-4.058387e-08	1.374075e-05
5.193135242747784e-01	2.085414e+00	1.335140e+00	-3.817148e-08	8.642893e-06
5.195576648997784e-01	2.304200e+00	8.798145e-01	-3.323121e-08	4.512310e-06
5.200459461497784e-01	2.731987e+00	2.743542e-02	-1.373908e-08	1.118594e-07
5.201347995626664e-01	2.828616e+00	-7.162389e-02	-7.130348e-09	-4.629538e-07
5.203125063884424e-01	3.054552e+00	-1.727237e-01	4.532812e-09	-1.805714e-06
5.203569330948864e-01	3.100032e+00	-1.975130e-01	1.158931e-08	-2.301587e-06
5.204457865077744e-01	3.154873e+00	-2.470824e-01	2.790677e-08	-3.677826e-06
5.206234933335504e-01	3.228234e+00	-3.409352e-01	3.657092e-08	-7.436890e-06
5.209041449633200e-01	3.346409e+00	-4.547378e-01	4.164741e-08	-1.673662e-05
5.212598272830178e-01	3.527925e+00	-5.291218e-01	4.909134e-08	-3.732379e-05
5.219610492940890e-01	3.944400e+00	-5.859761e-01	5.599792e-08	-1.004891e-04
5.226374466763255e-01	4.414589e+00	-6.195989e-01	6.190551e-08	-1.867028e-04
5.236140091763255e-01	5.222466e+00	-6.571145e-01	2.942407e-07	-3.478600e-04
5.245905716763255e-01	6.084857e+00	-6.864953e-01	3.260482e-04	-8.587973e-04
5.255671341763255e-01	6.865068e+00	-7.287788e-01	1.065018e-02	-1.137426e-02
5.263782316019154e-01	7.419942e+00	-7.800207e-01	4.609315e-02	-4.696677e-02
5.272515209334701e-01	7.937059e+00	-8.305607e-01	1.110428e-01	-1.120589e-01
5.282280834334701e-01	8.382977e+00	-8.565931e-01	1.806436e-01	-1.817859e-01
5.292046459334701e-01	8.661134e+00	-8.464546e-01	2.264610e-01	-2.276845e-01
5.299184871761728e-01	8.740448e+00	-8.314180e-01	2.397423e-01	-2.409895e-01
5.305697017944722e-01	8.697867e+00	-8.420677e-01	2.326160e-01	-2.338505e-01
5.315271784187031e-01	8.468369e+00	-8.582439e-01	1.945906e-01	-1.957576e-01
5.325037409187031e-01	8.061661e+00	-8.432961e-01	1.300503e-01	-1.311014e-01
5.334803034187031e-01	7.505685e+00	-8.010006e-01	5.818951e-02	-5.908659e-02
5.344568659187031e-01	6.843704e+00	-7.360487e-01	1.266565e-02	-1.338458e-02
5.354334284187031e-01	6.064524e+00	-6.657414e-01	2.070479e-04	-7.338250e-04
5.360022509552973e-01	5.511831e+00	-6.413612e-01	1.606159e-07	-4.149618e-04
5.366254112588205e-01	4.855612e+00	-6.258993e-01	-5.951636e-08	-2.992777e-04
5.370344181283238e-01	4.466701e+00	-6.127853e-01	-6.631227e-08	-2.299629e-04
5.373513896430089e-01	4.202437e+00	-6.040077e-01	-6.297372e-08	-1.816086e-04
5.376533043088697e-01	3.971625e+00	-5.961740e-01	-6.067314e-08	-1.410840e-04
5.381278330991935e-01	3.642414e+00	-5.785024e-01	-5.603965e-08	-8.907197e-05
5.388129999098804e-01	3.241586e+00	-4.660136e-01	-4.783790e-08	-3.924679e-05
5.397895624098804e-01	2.780342e+00	-1.052180e-01	-3.504686e-08	-2.048982e-06
5.399116327223804e-01	2.732190e+00	-4.103063e-02	-3.337400e-08	-1.717822e-07
5.399421503005054e-01	2.723444e+00	-1.864105e-02	-3.086003e-08	-7.593466e-08
5.400031854567554e-01	2.711450e+00	4.002633e-02	-1.780846e-08	-3.437575e-09
5.400184442458179e-01	2.703883e+00	5.463771e-02	-1.227029e-08	1.017981e-08
5.400489618239429e-01	2.672144e+00	7.648108e-02	-3.656375e-09	5.912948e-08
5.401099969801929e-01	2.592414e+00	1.102874e-01	4.053480e-11	2.810683e-07
5.402320672926929e-01	2.437073e+00	2.087081e-01	6.972541e-09	1.223517e-06
5.404762079176929e-01	2.164159e+00	5.412068e-01	2.770861e-08	4.711861e-06
5.407841364373575e-01	1.836762e+00	1.081868e+00	3.975004e-08	1.326610e-05
5.412652481596163e-01	1.291635e+00	1.971771e+00	4.855501e-08	3.804283e-05
5.418159862121555e-01	6.601460e-01	2.975645e+00	5.493381e-08	8.568910e-05
5.426932687479482e-01	-2.465047e-01	4.522136e+00	6.240737e-08	1.959132e-04
5.435380420862450e-01	-9.443233e-01	5.912052e+00	1.785731e-07	3.330197e-04
5.445146045862450e-01	-1.602552e+00	7.319872e+00	2.026507e-04	7.205877e-04
5.454911670862450e-01	-2.211785e+00	8.482020e+00	9.102734e-03	9.812301e-03
5.463221072464289e-01	-2.619478e+00	9.324520e+00	4.300348e-02	4.386703e-02
5.472125803996949e-01	-2.894206e+00	1.009631e+01	1.079708e-01	1.089809e-01
5.481891428996949e-01	-3.081616e+00	1.072948e+01	1.782860e-01	1.794240e-01
5.491657053996949e-01	-3.192113e+00	1.110191e+01	2.255439e-01	2.267658e-01
5.498550875173078e-01	-3.223271e+00	1.120000e+01	2.393778e-01	2.406243e-01
5.505461308527648e-01	-3.208665e+00	1.115972e+01	2.328327e-01	2.340675e-01
5.514888542623821e-01	-3.125777e+00	1.088198e+01	1.967070e-01	1.978777e-01
5.524654167623821e-01	-2.965037e+00	1.033254e+01	1.329633e-01	1.340198e-01
5.534419792623821e-01	-2.695751e+00	9.548117e+00	6.071247e-02	6.161613e-02
5.544185417623821e-01	-2.253831e+00	8.583487e+00	1.364641e-02	1.437259e-02
5.553951042623821e-01	-1.587401e+00	7.532590e+00	2.604800e-04	7.948515e-04
5.559588881651486e-01	-1.113051e+00	6.925418e+00	2.396015e-07	4.234059e-04
5.565863761465863e-01	-6.047385e-01	6.146301e+00	-5.707211e-08	3.061821e-04
5.570065152804118e-01	-2.883345e-01	5.494810e+00	-6.705540e-08	2.343734e-04
5.573099602919832e-01	-3.760299e-02	4.977490e+00	-6.374401e-08	1.876956e-04
5.576456116732551e-01	2.812743e-01	4.392517e+00	-6.073246e-08	1.432179e-04
5.583169144357990e-01	9.852871e-01	3.187501e+00	-5.389008e-08	7.629807e-05
5.592934769357990e-01	2.045717e+00	1.373396e+00	-3.948144e-08	1.077706e-05
5.594155472482990e-01	2.168760e+00	1.143323e+00	-3.736302e-08	6.318056e-06
5.596596878732990e-01	2.384443e+00	7.089805e-01	-2.931566e-08	2.980446e-06
5.601479691232990e-01	2.794822e+00	4.067162e-02	-6.292899e-10	-1.454946e-06
5.606293563266457e-01	3.190643e+00	-3.471232e-01	3.002478e-08	-7.521615e-06
5.607423733116178e-01	3.259728e+00	-4.025744e-01	3.561208e-08	-1.017186e-05
5.609684072815621e-01	3.363678e+00	-4.764965e-01	4.303011e-08	-1.943695e-05
5.614204752214506e-01	3.604984e+00	-5.466781e-01	5.125655e-08	-4.883475e-05
5.620439337424341e-01	3.984446e+00	-5.904989e-01	5.684568e-08	-1.088042e-04
5.627343330129003e-01	4.477668e+00	-6.234198e-01	6.312706e-08	-2.007750e-04
5.637108955129003e-01	5.300614e+00	-6.595421e-01	5.717993e-07	-3.656114e-04
5.646874580129003e-01	6.163233e+00	-6.909699e-01	5.785490e-04	-1.130228e-03
5.656640205129003e-01	6.933922e+00	-7.355366e-01	1.303350e-02	-1.377591e-02
5.664564730902684e-01	7.470510e+00	-7.835817e-01	5.078676e-02	-5.167421e-02
5.673107844070623e-01	7.969688e+00	-8.312407e-01	1.157567e-01	-1.167819e-01
5.682873469070623e-01	8.404537e+00	-8.573446e-01	1.841474e-01	-1.852959e-01
5.692639094070623e-01	8.676298e+00	-8.393126e-01	2.289893e-01	-2.302173e-01
5.698733130865997e-01	8.742211e+00	-8.276749e-01	2.400307e-01	-2.412784e-01
5.705529075683123e-01	8.698833e+00	-8.435650e-01	2.327714e-01	-2.340062e-01
5.714998730609222e-01	8.477598e+00	-8.577967e-01	1.961031e-01	-1.972727e-01
5.724764355609222e-01	8.075358e+00	-8.439760e-01	1.321277e-01	-1.331826e-01
5.734529980609222e-01	7.522802e+00	-8.026047e-01	5.998412e-02	-6.088589e-02
5.744295605609222e-01	6.863484e+00	-7.381144e-01	1.336007e-02	-1.408417e-02
5.754061230609222e-01	6.093546e+00	-6.665955e-01	2.442394e-04	-7.764274e-04
5.759722944194997e-01	5.549156e+00	-6.424074e-01	2.148786e-07	-4.208810e-04
5.766206493923871e-01	4.863095e+00	-6.264582e-01	-5.855548e-08	-3.002035e-04
5.770324481617536e-01	4.468079e+00	-6.126947e-01	-6.634518e-08	-2.302224e-04
5.773360024343169e-01	4.214594e+00	-6.043501e-01	-6.311330e-08	-1.838085e-04
5.776447261373067e-01	3.978926e+00	-5.968728e-01	-6.065831e-08	-1.425139e-04
5.781846429164353e-01	3.610528e+00	-5.725451e-01	-5.543603e-08	-8.571409e-05
5.790581672947350e-01	3.079892e+00	-4.750621e-01	-4.348689e-08	-1.828354e-05
5.791802376072350e-01	3.018928e+00	-4.374062e-01	-4.060549e-08	-1.245362e-05
5.794243782322350e-01	2.919954e+00	-3.135856e-01	-3.624947e-08	-6.963124e-06
5.799126594822350e-01	2.736942e+00	-2.572995e-02	-3.150228e-08	-5.412958e-07
5.800066478045192e-01	2.707539e+00	5.080020e-02	-1.960566e-08	-6.701202e-09
5.800301448850902e-01	2.692575e+00	7.108252e-02	-1.251599e-08	2.595122e-08
5.800771390462323e-01	2.637667e+00	1.003291e-01	-2.668564e-09	1.449224e-07
5.801711273685164e-01	2.514562e+00	1.594402e-01	2.589698e-09	6.780123e-07
5.803591040130848e-01	2.278516e+00	3.217017e-01	1.851088e-08	2.375861e-06
5.804060981742268e-01	2.225862e+00	3.851520e-01	2.498662e-08	2.977243e-06
5.805000864965110e-01	2.131919e+00	5.529756e-01	3.377045e-08	4.607422e-06
5.806880631410793e-01	1.941480e+00	9.028318e-01	3.774074e-08	9.360582e-06
5.810640164302161e-01	1.526261e+00	1.600820e+00	4.443891e-08	2.692353e-05
5.818159230084896e-01	6.614702e-01	2.975524e+00	5.470242e-08	8.723337e-05
5.825826536033486e-01	-1.489508e-01	4.331614e+00	6.128263e-08	1.786866e-04
5.833824389788896e-01	-8.251724e-01	5.667545e+00	9.491868e-08	3.053504e-04
5.843590014788896e-01	-1.493678e+00	7.114819e+00	7.173223e-05	5.594047e-04
5.853355639788896e-01	-2.111755e+00	8.314593e+00	8.001707e-03	8.680773e-03
5.863121264788896e-01	-2.606978e+00	9.318469e+00	4.450034e-02	4.536150e-02
5.872049698517712e-01	-2.892282e+00	1.009044e+01	1.073723e-01	1.083812e-01
5.881815323517712e-01	-3.080511e+00	1.072552e+01	1.778201e-01	1.789573e-01
5.891580948517712e-01	-3.191694e+00	1.110005e+01	2.253583e-01	2.265799e-01
5.898426962523559e-01	-3.223079e+00	1.119946e+01	2.392915e-01	2.405379e-01
5.905415230548624e-01	-3.208760e+00	1.116046e+01	2.328739e-01	2.341089e-01
5.914813618567317e-01	-3.126739e+00	1.088519e+01	1.971154e-01	1.982869e-01
5.924579243567317e-01	-2.966609e+00	1.033772e+01	1.335306e-01	1.345881e-01
5.934344868567317e-01	-2.698389e+00	9.554895e+00	6.120908e-02	6.211401e-02
5.944110493567317e-01	-2.257758e+00	8.591491e+00	1.384319e-02	1.457079e-02
5.953876118567317e-01	-1.593448e+00	7.539912e+00	2.720990e-04	8.079509e-04
5.959499151132767e-01	-1.121808e+00	6.934154e+00	2.581665e-07	4.251600e-04
