time	V(n002)	V(n005)-V(n001)	I(D2)	I(V1)
2.019491933444450e-01	3.949131e+00	-5.862050e-01	5.578915e-08	-9.945880e-05
2.026884074495732e-01	4.464900e+00	-6.230917e-01	6.224170e-08	-1.947273e-04
2.036649699495732e-01	5.272121e+00	-6.585279e-01	4.132204e-07	-3.571348e-04
2.046415324495732e-01	6.128421e+00	-6.888452e-01	4.429732e-04	-9.856732e-04
2.056180949495732e-01	6.901340e+00	-7.326097e-01	1.195106e-02	-1.268478e-02
2.064251057229964e-01	7.450158e+00	-7.826567e-01	4.900391e-02	-4.988578e-02
2.072924074331346e-01	7.959401e+00	-8.314476e-01	1.142898e-01	-1.153121e-01
2.082689699331346e-01	8.397940e+00	-8.571148e-01	1.830719e-01	-1.842185e-01
2.092455324331346e-01	8.673369e+00	-8.392353e-01	2.285002e-01	-2.297274e-01
2.098549254783178e-01	8.741292e+00	-8.281775e-01	2.398763e-01	-2.411237e-01
2.105460705994699e-01	8.699203e+00	-8.441715e-01	2.328333e-01	-2.340682e-01
2.114887562900289e-01	8.481313e+00	-8.576126e-01	1.967123e-01	-1.978830e-01
2.124653187900289e-01	8.080900e+00	-8.442459e-01	1.329707e-01	-1.340272e-01
2.134418812900289e-01	7.529742e+00	-8.032560e-01	6.071896e-02	-6.162263e-02
2.144184437900289e-01	6.871621e+00	-7.388163e-01	1.364897e-02	-1.437518e-02
2.153950062900289e-01	6.102314e+00	-6.665201e-01	2.603109e-04	-7.946999e-04
2.159576938506566e-01	5.560008e+00	-6.423163e-01	2.407604e-07	-4.237000e-04
2.166018315624039e-01	4.875010e+00	-6.265936e-01	-5.799149e-08	-3.034291e-04
2.170055988656198e-01	4.485057e+00	-6.131663e-01	-6.685931e-08	-2.344510e-04
2.173047291731057e-01	4.233545e+00	-6.052537e-01	-6.358624e-08	-1.884076e-04
2.176308748071024e-01	3.984394e+00	-5.981131e-01	-6.080361e-08	-1.449266e-04
2.182790057564315e-01	3.550363e+00	-5.560801e-01	-5.424887e-08	-7.936733e-05
2.192555682564315e-01	2.985975e+00	-3.886138e-01	-3.959273e-08	-1.182404e-05
2.193776385689315e-01	2.929049e+00	-3.413676e-01	-3.742212e-08	-7.132322e-06
2.196217791939315e-01	2.828936e+00	-1.803595e-01	-3.038220e-08	-3.520637e-06
2.201100604439315e-01	2.521453e+00	2.555132e-01	-3.280506e-09	1.214673e-06
2.206474406008209e-01	1.988638e+00	8.563730e-01	3.349057e-08	7.871859e-06
2.207361147546391e-01	1.892347e+00	9.930939e-01	3.730798e-08	9.850854e-06
2.209134630622755e-01	1.700270e+00	1.321896e+00	4.167488e-08	1.649624e-05
2.212681596775483e-01	1.286012e+00	1.976219e+00	4.930371e-08	3.739634e-05
2.218904052671866e-01	5.637348e-01	3.109615e+00	5.547884e-08	9.206440e-05
2.225367964798337e-01	-1.074162e-01	4.252204e+00	6.099913e-08	1.723577e-04
2.235133589798337e-01	-9.204749e-01	5.872588e+00	1.643560e-07	3.298845e-04
2.244899214798337e-01	-1.587009e+00	7.287637e+00	1.728377e-04	6.859672e-04
2.254664839798337e-01	-2.197353e+00	8.455421e+00	8.618223e-03	9.323052e-03
2.263026228927376e-01	-2.611320e+00	9.306150e+00	4.192836e-02	4.278841e-02
2.271976540326609e-01	-2.890374e+00	1.008483e+01	1.067977e-01	1.078055e-01
2.281742165326609e-01	-3.079397e+00	1.072171e+01	1.773707e-01	1.785072e-01
2.291507790326609e-01	-3.191286e+00	1.109825e+01	2.251780e-01	2.263993e-01
2.298307847419259e-01	-3.222886e+00	1.119889e+01	2.392041e-01	2.404503e-01
2.305370933051978e-01	-3.208852e+00	1.116116e+01	2.329133e-01	2.341483e-01
2.314741587945298e-01	-3.127659e+00	1.088825e+01	1.975065e-01	1.986786e-01
2.324507212945298e-01	-2.968115e+00	1.034268e+01	1.340753e-01	1.351338e-01
2.334272837945298e-01	-2.700916e+00	9.561401e+00	6.168752e-02	6.259369e-02
2.344038462945298e-01	-2.261863e+00	8.599100e+00	1.403400e-02	1.476296e-02
2.353804087945298e-01	-1.600662e+00	7.544959e+00	2.849787e-04	8.222698e-04
2.359453023785578e-01	-1.128313e+00	6.933982e+00	2.766740e-07	4.261183e-04
2.365839544404661e-01	-6.095831e-01	6.148970e+00	-5.741131e-08	3.064428e-04
2.369697951910461e-01	-3.187197e-01	5.556657e+00	-6.756031e-08	2.401865e-04
2.372789168466683e-01	-6.579655e-02	5.030994e+00	-6.414403e-08	1.922794e-04
2.376165340047225e-01	2.519763e-01	4.443701e+00	-6.094313e-08	1.470160e-04
2.382917683208309e-01	9.577905e-01	3.233431e+00	-5.424256e-08	7.860769e-05
2.392683308208309e-01	2.020473e+00	1.421106e+00	-4.057486e-08	1.146493e-05
2.393904011333309e-01	2.143707e+00	1.190975e+00	-3.818895e-08	6.851981e-06
2.396345417583309e-01	2.356922e+00	7.508374e-01	-2.990087e-08	3.334977e-06
2.401228230083309e-01	2.762843e+00	6.716079e-02	-2.339042e-09	-1.273901e-06
2.406348045879313e-01	3.191868e+00	-3.501263e-01	3.091593e-08	-7.628058e-06
2.407376921933911e-01	3.256011e+00	-4.012881e-01	3.594525e-08	-9.975043e-06
2.409434674043106e-01	3.349206e+00	-4.716166e-01	4.243945e-08	-1.808226e-05
2.413550178261497e-01	3.566116e+00	-5.403634e-01	5.054469e-08	-4.374003e-05
2.419762745389670e-01	3.939209e+00	-5.865703e-01	5.631478e-08	-1.012706e-04
2.426500900783777e-01	4.411798e+00	-6.198411e-01	6.225120e-08	-1.884606e-04
2.436266525783777e-01	5.225067e+00	-6.573687e-01	3.195147e-07	-3.501496e-04
2.446032150783777e-01	6.092615e+00	-6.870656e-01	3.521461e-04	-8.873629e-04
2.455797775783777e-01	6.874193e+00	-7.292433e-01	1.081960e-02	-1.154611e-02
2.463810451586080e-01	7.421986e+00	-7.795048e-01	4.608544e-02	-4.695961e-02
2.472470136621187e-01	7.934848e+00	-8.300161e-01	1.106814e-01	-1.116969e-01
2.482235761621187e-01	8.381307e+00	-8.565359e-01	1.803730e-01	-1.815147e-01
2.492001386621187e-01	8.660515e+00	-8.462324e-01	2.263576e-01	-2.275809e-01
2.499111490215907e-01	8.740237e+00	-8.315191e-01	2.397066e-01	-2.409538e-01
2.505669739254113e-01	8.698021e+00	-8.423166e-01	2.326416e-01	-2.338761e-01
2.515227434045283e-01	8.469877e+00	-8.581715e-01	1.948378e-01	-1.960052e-01
2.524993059045283e-01	8.063894e+00	-8.434076e-01	1.303883e-01	-1.314400e-01
2.534758684045283e-01	7.508471e+00	-8.012609e-01	5.847998e-02	-5.937782e-02
2.544524309045283e-01	6.846927e+00	-7.363129e-01	1.277701e-02	-1.349678e-02
2.554289934045283e-01	6.069554e+00	-6.660619e-01	2.141866e-04	-7.418566e-04
2.560036183514170e-01	5.512782e+00	-6.415567e-01	1.674597e-07	-4.147472e-04
2.566323981494475e-01	4.850152e+00	-6.255965e-01	-5.979852e-08	-2.980125e-04
2.570300325998490e-01	4.471294e+00	-6.126904e-01	-6.633747e-08	-2.305926e-04
2.573404847526038e-01	4.212246e+00	-6.042242e-01	-6.303371e-08	-1.831511e-04
2.576404371709453e-01	3.982307e+00	-5.964935e-01	-6.075742e-08	-1.426694e-04
2.581006918274962e-01	3.661275e+00	-5.799675e-01	-5.625456e-08	-9.152748e-05
2.587618044742086e-01	3.270612e+00	-4.769739e-01	-4.849868e-08	-4.207790e-05
2.597383669742086e-01	2.801001e+00	-1.336223e-01	-3.590371e-08	-2.527906e-06
2.598604372867086e-01	2.742224e+00	-6.281765e-02	-2.929472e-08	-5.457356e-07
2.601045779117086e-01	2.587364e+00	1.177866e-01	-3.434461e-09	2.574011e-07
2.601656130679586e-01	2.523649e+00	1.578960e-01	3.240941e-10	5.533773e-07
2.602876833804586e-01	2.361077e+00	2.299822e-01	3.712990e-09	1.504127e-06
2.603182009585836e-01	2.322869e+00	2.563381e-01	9.080856e-09	1.818275e-06
2.603792361148336e-01	2.255111e+00	3.402928e-01	2.357524e-08	2.629477e-06
2.605013064273336e-01	2.132023e+00	5.546386e-01	3.457814e-08	4.739856e-06
2.607454470523336e-01	1.887145e+00	1.010046e+00	3.821357e-08	1.071640e-05
2.609976475800003e-01	1.610083e+00	1.477761e+00	4.352301e-08	2.115709e-05
2.615020486353338e-01	1.018340e+00	2.405213e+00	5.197035e-08	5.567308e-05
2.621398116035368e-01	2.988913e-01	3.555466e+00	5.736282e-08	1.200447e-04
2.628550696865455e-01	-3.942063e-01	4.797848e+00	6.402003e-08	2.189953e-04
2.638316321865455e-01	-1.150821e+00	6.358193e+00	1.404959e-06	3.885964e-04
2.648081946865455e-01	-1.799298e+00	7.689971e+00	1.115420e-03	1.690764e-03
2.657847571865455e-01	-2.372917e+00	8.791839e+00	1.710439e-02	1.786934e-02
2.665854899982885e-01	-2.718674e+00	9.567756e+00	5.969785e-02	6.060756e-02
2.674375075829444e-01	-2.947589e+00	1.026336e+01	1.257730e-01	1.268168e-01
2.684140700829444e-01	-3.112952e+00	1.083906e+01	1.912883e-01	1.924494e-01
2.693906325829444e-01	-3.204258e+00	1.114919e+01	2.309008e-01	2.321323e-01
2.701296013330313e-01	-3.222888e+00	1.120065e+01	2.392070e-01	2.404533e-01
2.708110266276307e-01	-3.193856e+00	1.110744e+01	2.262946e-01	2.275179e-01
2.717875891276307e-01	-3.085063e+00	1.074146e+01	1.796999e-01	1.808405e-01
2.727641516276307e-01	-2.897054e+00	1.011505e+01	1.099512e-01	1.109642e-01
2.737407141276307e-01	-2.581993e+00	9.269301e+00	4.196365e-02	4.281489e-02
2.747172766276307e-01	-2.077800e+00	8.264548e+00	6.974950e-03	7.643716e-03
2.756938391276307e-01	-1.349984e+00	7.206273e+00	3.844171e-05	5.140528e-04
2.763153118687257e-01	-7.965105e-01	6.517618e+00	-3.302187e-08	3.551408e-04
2.767652947610804e-01	-4.245784e-01	5.891269e+00	-6.658630e-08	2.750473e-04
2.772576169399328e-01	-2.952428e-02	5.064050e+00	-6.373038e-08	1.970688e-04
2.777524235037630e-01	4.344073e-01	4.200670e+00	-5.870085e-08	1.298265e-04
2.782268496733536e-01	9.347722e-01	3.349685e+00	-5.544256e-08	7.844171e-05
2.787928361202869e-01	1.550187e+00	2.307186e+00	-4.740782e-08	3.722962e-05
2.795801131367556e-01	2.366869e+00	8.213554e-01	-2.182423e-08	4.250991e-06
2.797021834492556e-01	2.485817e+00	5.939359e-01	-2.340819e-08	1.838338e-06
2.799463240742556e-01	2.740484e+00	2.068629e-01	-2.384059e-08	2.147712e-07
2.802486164224530e-01	3.097405e+00	-1.303675e-01	1.275980e-08	-1.228769e-06
2.802973859992987e-01	3.139740e+00	-1.654424e-01	2.158972e-08	-1.622841e-06
2.803949251529900e-01	3.183174e+00	-2.195323e-01	3.262681e-08	-2.951269e-06
2.805900034603728e-01	3.257438e+00	-3.204705e-01	3.652563e-08	-6.986983e-06
2.809642914202840e-01	3.421950e+00	-4.565850e-01	4.224064e-08	-2.156042e-05
2.816073028808309e-01	3.770326e+00	-5.610287e-01	5.241165e-08	-6.718830e-05
2.823994347715165e-01	4.276720e+00	-6.079893e-01	5.907970e-08	-1.539260e-04
2.831520708732582e-01	4.854659e+00	-6.373858e-01	6.853112e-08	-2.661828e-04
2.841286333732582e-01	5.702765e+00	-6.700611e-01	1.353535e-05	-4.567351e-04
2.851051958732582e-01	6.514328e+00	-7.102604e-01	4.035548e-03	-4.669423e-03
2.860817583732582e-01	7.218782e+00	-7.752256e-01	3.224950e-02	-3.306855e-02
2.870583208732582e-01	7.828296e+00	-8.268394e-01	9.643031e-02	-9.741637e-02
2.879974111623216e-01	8.294097e+00	-8.509035e-01	1.662804e-01	-1.673971e-01
2.889739736623216e-01	8.620616e+00	-8.394241e-01	2.197106e-01	-2.209221e-01
2.896050523954335e-01	8.720592e+00	-8.361979e-01	2.364027e-01	-2.376439e-01
2.904530461452888e-01	8.703756e+00	-8.516731e-01	2.335988e-01	-2.348350e-01
2.913374632266111e-01	8.529367e+00	-8.549862e-01	2.046197e-01	-2.058045e-01
2.923140257266111e-01	8.154227e+00	-8.476629e-01	1.442599e-01	-1.453370e-01
2.932905882266111e-01	7.622584e+00	-8.120127e-01	7.095510e-02	-7.188433e-02
2.942671507266111e-01	6.978949e+00	-7.505732e-01	1.799880e-02	-1.875340e-02
2.952437132266111e-01	6.240356e+00	-6.704021e-01	6.010837e-04	-1.165580e-03
2.957788989635052e-01	5.740888e+00	-6.463017e-01	9.927471e-07	-4.595492e-04
2.964988010024491e-01	4.963259e+00	-6.283317e-01	-5.045143e-08	-3.214937e-04
2.968429799567154e-01	4.618991e+00	-6.171885e-01	-6.798971e-08	-2.611968e-04
2.972466798079035e-01	4.273011e+00	-6.091695e-01	-6.514654e-08	-1.980397e-04
2.977101606203938e-01	3.912421e+00	-5.957317e-01	-6.001576e-08	-1.346682e-04
2.981529589685026e-01	3.602398e+00	-5.771058e-01	-5.670283e-08	-8.554892e-05
2.987403469890062e-01	3.255717e+00	-4.875659e-01	-4.868243e-08	-4.192546e-05
2.996654488831311e-01	2.810634e+00	-1.745474e-01	-2.604713e-08	-3.278939e-06
2.997875191956311e-01	2.760952e+00	-1.034237e-01	-2.448277e-08	-1.060101e-06
3.000316598206311e-01	2.605786e+00	8.896749e-02	-1.324934e-08	3.765340e-07
3.004240085532918e-01	2.190352e+00	4.347261e-01	3.021068e-08	3.385168e-06
3.004759968612860e-01	2.133194e+00	5.074109e-01	3.396646e-08	4.082348e-06
3.005799734772743e-01	2.031468e+00	7.014983e-01	3.558079e-08	6.180300e-06
3.007879267092509e-01	1.816048e+00	1.089037e+00	3.907578e-08	1.249120e-05
3.012038331732040e-01	1.343852e+00	1.858251e+00	4.770943e-08	3.459219e-05
3.018925545469136e-01	5.559062e-01	3.113427e+00	5.564422e-08	9.494033e-05
3.027479580128891e-01	-3.125635e-01	4.615472e+00	6.335865e-08	2.042293e-04
3.036629217995434e-01	-1.046916e+00	6.103496e+00	3.968553e-07	3.562045e-04
3.046394842995434e-01	-1.692341e+00	7.479172e+00	4.376392e-04	9.799390e-04
3.056160467995434e-01	-2.284039e+00	8.614934e+00	1.169383e-02	1.242721e-02
3.064108618046741e-01	-2.656511e+00	9.407036e+00	4.786269e-02	4.874216e-02
3.072700715274506e-01	-2.909092e+00	1.013997e+01	1.125154e-01	1.135344e-01
3.082466340274506e-01	-3.089989e+00	1.075885e+01	1.817514e-01	1.828956e-01
3.092231965274506e-01	-3.196946e+00	1.111533e+01	2.276911e-01	2.289168e-01
3.098554363137674e-01	-3.224038e+00	1.120000e+01	2.397379e-01	2.409851e-01
3.105462605505836e-01	-3.208640e+00	1.115972e+01	2.328316e-01	2.340664e-01
3.114890651519986e-01	-3.125748e+00	1.088189e+01	1.966954e-01	1.978661e-01
3.124656276519986e-01	-2.964994e+00	1.033239e+01	1.329473e-01	1.340038e-01
3.134421901519986e-01	-2.695676e+00	9.547927e+00	6.069851e-02	6.160213e-02
3.144187526519986e-01	-2.253697e+00	8.583329e+00	1.364090e-02	1.436704e-02
3.153953151519986e-01	-1.590889e+00	7.524108e+00	2.617925e-04	7.961331e-04
3.159647658565830e-01	-1.113276e+00	6.903131e+00	2.386298e-07	4.223690e-04
3.166130676626024e-01	-5.813043e-01	6.100643e+00	-5.838806e-08	3.014544e-04
3.170129504532934e-01	-2.751662e-01	5.483788e+00	-6.670704e-08	2.332564e-04
3.173098908752998e-01	-2.873095e-02	4.977458e+00	-6.347022e-08	1.876169e-04
3.176284249802843e-01	2.725092e-01	4.422727e+00	-6.082497e-08	1.449091e-04
3.182170103424457e-01	8.894929e-01	3.369414e+00	-5.496477e-08	8.425581e-05
3.191935728424457e-01	1.962396e+00	1.560968e+00	-4.053609e-08	1.367415e-05
3.193156431549457e-01	2.086557e+00	1.331149e+00	-3.813514e-08	8.590056e-06
3.195597837799457e-01	2.305143e+00	8.762151e-01	-3.314161e-08	4.477941e-06
3.200480650299457e-01	2.732963e+00	2.735574e-02	-1.356208e-08	1.055274e-07
3.201403358826603e-01	2.833115e+00	-7.486182e-02	-6.801452e-09	-5.010446e-07
3.203248775880894e-01	3.064664e+00	-1.796247e-01	6.208629e-09	-1.951859e-06
3.203710130144467e-01	3.109664e+00	-2.053578e-01	1.368395e-08	-2.487039e-06
3.204632838671613e-01	3.162319e+00	-2.567408e-01	2.956303e-08	-3.971366e-06
3.206478255725904e-01	3.236705e+00	-3.530177e-01	3.695495e-08	-8.034641e-06
3.209282602467159e-01	3.357236e+00	-4.608512e-01	4.204979e-08	-1.793039e-05
3.213307088153087e-01	3.566285e+00	-5.371964e-01	5.012731e-08	-4.237492e-05
3.220140158018611e-01	3.976352e+00	-5.885108e-01	5.642439e-08	-1.058114e-04
3.226700372940717e-01	4.437001e+00	-6.202497e-01	6.223755e-08	-1.910821e-04
3.236465997940717e-01	5.249463e+00	-6.579084e-01	3.646988e-07	-3.537770e-04
3.246231622940717e-01	6.111318e+00	-6.879792e-01	3.971206e-04	-9.362320e-04
3.255997247940717e-01	6.888354e+00	-7.309790e-01	1.139732e-02	-1.212759e-02
3.264037300003504e-01	7.436519e+00	-7.811193e-01	4.757604e-02	-4.845419e-02
3.272702206722488e-01	7.947444e+00	-8.307467e-01	1.125272e-01	-1.135462e-01
3.282467831722488e-01	8.389861e+00	-8.568344e-01	1.817603e-01	-1.829045e-01
3.292233456722488e-01	8.668552e+00	-8.407478e-01	2.276965e-01	-2.289222e-01
3.298554329020564e-01	8.740464e+00	-8.293114e-01	2.397388e-01	-2.409860e-01
3.305462592819611e-01	8.699185e+00	-8.441591e-01	2.328316e-01	-2.340664e-01
3.314890630892097e-01	8.481210e+00	-8.576174e-01	1.966955e-01	-1.978662e-01
3.324656255892097e-01	8.080749e+00	-8.442373e-01	1.329475e-01	-1.340039e-01
3.334421880892097e-01	7.529551e+00	-8.032379e-01	6.069864e-02	-6.160226e-02
3.344187505892097e-01	6.871371e+00	-7.387953e-01	1.364095e-02	-1.436710e-02
3.353953130892097e-01	6.102402e+00	-6.667428e-01	2.610939e-04	-7.954303e-04
3.359623451401881e-01	5.556459e+00	-6.424036e-01	2.390775e-07	-4.228202e-04
3.366083143492792e-01	4.869784e+00	-6.264510e-01	-5.821585e-08	-3.022904e-04
3.370103207320301e-01	4.481715e+00	-6.130295e-01	-6.676866e-08	-2.336866e-04
3.373082655364349e-01	4.231451e+00	-6.051173e-01	-6.351792e-08	-1.878693e-04
3.376298537222783e-01	3.985462e+00	-5.978956e-01	-6.081822e-08	-1.448503e-04
3.382409648999062e-01	3.573970e+00	-5.615220e-01	-5.470028e-08	-8.233171e-05
3.392175273999062e-01	3.002918e+00	-4.075911e-01	-4.015234e-08	-1.293738e-05
3.393395977124062e-01	2.945305e+00	-3.616784e-01	-3.784038e-08	-8.007083e-06
3.395837383374062e-01	2.848702e+00	-2.080819e-01	-3.207037e-08	-4.097052e-06
3.400720195874062e-01	2.621075e+00	1.555389e-01	-1.039738e-08	4.272062e-09
3.401588904359118e-01	2.540207e+00	2.139759e-01	-4.908359e-09	5.823788e-07
3.403326321329229e-01	2.310525e+00	3.193310e-01	4.648098e-09	2.032921e-06
3.403760675571756e-01	2.257250e+00	3.608899e-01	1.166540e-08	2.548691e-06
3.404629384056812e-01	2.164210e+00	4.924597e-01	2.788951e-08	3.947730e-06
3.406366801026923e-01	1.989785e+00	8.072256e-01	3.669783e-08	7.734340e-06
3.409167606200036e-01	1.692935e+00	1.327960e+00	4.197660e-08	1.720993e-05
3.412676928061361e-01	1.288421e+00	1.975369e+00	4.928232e-08	3.776437e-05
3.419695571784010e-01	4.784494e-01	3.251723e+00	5.608998e-08	1.013137e-04
3.426370824898385e-01	-2.025010e-01	4.425461e+00	6.190945e-08	1.865424e-04
3.436136449898385e-01	-9.969403e-01	6.027533e+00	2.935533e-07	3.477943e-04
3.445902074898385e-01	-1.656105e+00	7.416599e+00	3.253228e-04	8.580009e-04
3.455667699898385e-01	-2.255770e+00	8.562876e+00	1.064051e-02	1.136452e-02
3.463778527812579e-01	-2.642732e+00	9.376585e+00	4.606904e-02	4.694258e-02
3.472511499222978e-01	-2.904130e+00	1.012571e+01	1.110133e-01	1.120294e-01
3.482277124222978e-01	-3.087264e+00	1.074929e+01	1.806214e-01	1.817636e-01
3.492042749222978e-01	-3.194168e+00	1.111108e+01	2.264525e-01	2.276760e-01
3.499178831460415e-01	-3.224075e+00	1.120207e+01	2.397394e-01	2.409866e-01
3.505694772563248e-01	-3.208168e+00	1.115590e+01	2.326181e-01	2.338526e-01
3.515268133633820e-01	-3.120833e+00	1.086551e+01	1.946110e-01	1.957780e-01
3.525033758633820e-01	-2.956979e+00	1.030611e+01	1.300781e-01	1.311292e-01
3.534799383633820e-01	-2.682230e+00	9.513613e+00	5.821340e-02	5.911054e-02
3.544565008633820e-01	-2.232556e+00	8.543211e+00	1.267479e-02	1.339379e-02
3.554330633633820e-01	-1.556686e+00	7.490552e+00	2.073006e-04	7.341481e-04
3.560009429768595e-01	-1.073455e+00	6.876172e+00	1.614176e-07	4.152110e-04
3.566240229806548e-01	-5.658056e-01	6.090485e+00	-5.945650e-08	2.995232e-04
3.570337026349610e-01	-2.540161e-01	5.448502e+00	-6.632769e-08	2.300792e-04
3.573508417118315e-01	1.192597e-02	4.906611e+00	-6.298438e-08	1.816917e-04
3.576536621747590e-01	2.989807e-01	4.378222e+00	-6.067008e-08	1.410600e-04
3.581320278616798e-01	7.998787e-01	3.523526e+00	-5.600674e-08	8.875481e-05
3.588263431482145e-01	1.545926e+00	2.248296e+00	-4.765495e-08	3.857779e-05
3.598029056482145e-01	2.542939e+00	4.131166e-01	-3.474986e-08	1.940207e-06
3.599249759607145e-01	2.658836e+00	1.819742e-01	-3.291905e-08	1.330600e-07
3.599554935388395e-01	2.682296e+00	1.229848e-01	-2.909484e-08	5.011568e-08
3.600165286950895e-01	2.718853e+00	7.113669e-03	-1.059091e-08	-6.088118e-09
3.600317874841520e-01	2.731918e+00	-1.292652e-02	-5.641269e-09	-2.208682e-08
3.600623050622770e-01	2.769606e+00	-3.381416e-02	-9.900579e-10	-8.550219e-08
3.601233402185270e-01	2.850668e+00	-6.808618e-02	6.885845e-11	-3.363699e-07
3.602454105310270e-01	3.012061e+00	-1.355238e-01	9.441165e-10	-1.102896e-06
3.602759281091520e-01	3.049252e+00	-1.525297e-01	3.998587e-09	-1.370218e-06
3.603369632654020e-01	3.103937e+00	-1.867878e-01	1.650733e-08	-2.089298e-06
3.604590335779020e-01	3.168386e+00	-2.545160e-01	3.221246e-08	-4.017088e-06
3.607031742029020e-01	3.262465e+00	-3.808627e-01	3.740027e-08	-9.458218e-06
3.609364996880042e-01	3.364860e+00	-4.654047e-01	4.166413e-08	-1.821689e-05
3.614031506582087e-01	3.612171e+00	-5.437348e-01	5.087178e-08	-4.802686e-05
3.620678615081461e-01	4.014658e+00	-5.905833e-01	5.678766e-08	-1.113835e-04
3.627010562982875e-01	4.463213e+00	-6.205287e-01	6.244375e-08	-1.952616e-04
3.636776187982875e-01	5.278231e+00	-6.586609e-01	4.513048e-07	-3.594579e-04
3.646541812982875e-01	6.137368e+00	-6.894188e-01	4.772018e-04	-1.022374e-03
3.656307437982875e-01	6.910352e+00	-7.333050e-01	1.220780e-02	-1.294392e-02
3.664317555471352e-01	7.454552e+00	-7.826519e-01	4.932485e-02	-5.020793e-02
3.672941754975936e-01	7.960522e+00	-8.312235e-01	1.144319e-01	-1.154546e-01
3.682707379975936e-01	8.398580e+00	-8.571367e-01	1.831758e-01	-1.843226e-01
3.692473004975936e-01	8.673749e+00	-8.391151e-01	2.285636e-01	-2.297908e-01
3.698548850634388e-01	8.741358e+00	-8.280869e-01	2.398873e-01	-2.411347e-01
3.705460555714133e-01	8.699204e+00	-8.441725e-01	2.328334e-01	-2.340683e-01
3.714887318542804e-01	8.481321e+00	-8.576117e-01	1.967136e-01	-1.978844e-01
3.724652943542804e-01	8.080913e+00	-8.442469e-01	1.329726e-01	-1.340291e-01
3.734418568542804e-01	7.529757e+00	-8.032570e-01	6.072058e-02	-6.162426e-02
3.744184193542804e-01	6.871611e+00	-7.388172e-01	1.364961e-02	-1.437582e-02
3.753949818542804e-01	6.103908e+00	-6.667213e-01	2.614607e-04	-7.958618e-04
3.759614751655342e-01	5.559825e+00	-6.425409e-01	2.403383e-07	-4.230123e-04
3.766135985299955e-01	4.866937e+00	-6.263213e-01	-5.845787e-08	-3.013549e-04
3.770104274234790e-01	4.483848e+00	-6.129599e-01	-6.670622e-08	-2.336483e-04
3.773070314932095e-01	4.234883e+00	-6.051168e-01	-6.346711e-08	-1.880348e-04
3.776259506074471e-01	3.990657e+00	-5.978670e-01	-6.081849e-08	-1.452290e-04
3.782136266191016e-01	3.593341e+00	-5.651047e-01	-5.498442e-08	-8.456364e-05
3.791901891191016e-01	3.017442e+00	-4.207531e-01	-4.061129e-08	-1.378062e-05
3.793122594316016e-01	2.959298e+00	-3.759200e-01	-3.819206e-08	-8.674534e-06
3.795564000566016e-01	2.864730e+00	-2.282506e-01	-3.328288e-08	-4.532878e-06
3.800446813066016e-01	2.649609e+00	1.139760e-01	-1.385902e-08	-1.158380e-07
3.801321320216767e-01	2.570346e+00	1.714129e-01	-7.285139e-09	4.459029e-07
3.803070334518270e-01	2.340152e+00	2.771462e-01	3.891683e-09	1.743071e-06
3.803507588093646e-01	2.286129e+00	3.176678e-01	1.071125e-08	2.222597e-06
3.804382095244397e-01	2.191679e+00	4.475417e-01	2.710177e-08	3.554416e-06
3.806131109545901e-01	2.016128e+00	7.631436e-01	3.640542e-08	7.199313e-06
3.808974476327068e-01	1.717064e+00	1.292135e+00	4.157837e-08	1.641007e-05
3.812361667901857e-01	1.328129e+00	1.917409e+00	4.872274e-08	3.552993e-05
3.819136051051434e-01	5.442356e-01	3.151350e+00	5.560479e-08	9.550270e-05
3.826137169104197e-01	-1.755612e-01	4.385221e+00	6.166137e-08	1.836607e-04
3.835902794104197e-01	-9.774976e-01	5.991629e+00	2.534102e-07	3.435830e-04
3.845668419104197e-01	-1.639535e+00	7.386770e+00	2.817007e-04	8.098204e-04
3.855434044104197e-01	-2.242287e+00	8.538008e+00	1.014813e-02	1.086769e-02
3.863607865373095e-01	-2.635672e+00	9.360707e+00	4.512118e-02	4.599168e-02
3.872396411100337e-01	-2.901178e+00	1.011698e+01	1.101029e-01	1.111172e-01
3.882162036100337e-01	-3.085591e+00	1.074342e+01	1.799290e-01	1.810700e-01
3.891927661100337e-01	-3.193568e+00	1.110839e+01	2.261869e-01	2.274100e-01
3.898991458692677e-01	-3.223864e+00	1.120157e+01	2.396446e-01	2.408917e-01
3.905625117379075e-01	-3.208318e+00	1.115706e+01	2.326831e-01	2.339177e-01
3.915154885663629e-01	-3.122321e+00	1.087047e+01	1.952409e-01	1.964090e-01
3.924920510663629e-01	-2.959400e+00	1.031403e+01	1.309408e-01	1.319935e-01
3.934686135663629e-01	-2.686291e+00	9.523936e+00	5.895599e-02	5.985508e-02
3.944451760663629e-01	-2.238974e+00	8.555233e+00	1.296035e-02	1.368150e-02
3.954217385663629e-01	-1.566199e+00	7.502683e+00	2.220574e-04	7.511488e-04
3.959884381010048e-01	-1.085641e+00	6.890130e+00	1.822506e-07	4.176451e-04
3.966137556136435e-01	-5.766812e-01	6.105795e+00	-5.896129e-08	3.013046e-04
3.970205905536233e-01	-2.680324e-01	5.470782e+00	-6.658303e-08	2.321266e-04
3.973321656316916e-01	-8.279124e-03	4.938961e+00	-6.323131e-08	1.844077e-04
3.976446271580411e-01	2.873602e-01	4.394182e+00	-6.075150e-08	1.424612e-04
3.981636636291634e-01	8.324111e-01	3.466296e+00	-5.574221e-08	8.696482e-05
