T,V1
4.498,-0.158633202314377
4.5,-0.147613391280174
4.502,-0.142103485763073
4.504,-0.13108367472887
4.506,-0.120063863694668
4.508,-0.109044052660465
4.51,-0.103534147143364
4.512,-0.0925143361091614
4.514,-0.0759846195578575
4.516,-0.0704747140407562
4.518,-0.0649648085236549
4.52,-0.0539449974894524
4.522,-0.0429251864552498
4.524,-0.0374152809381485
4.526,-0.0263954699039459
4.528,-0.0153756588697433
4.53,-0.00435584783554077
4.532,0.0066639631986618
4.534,0.0176837742328644
4.536,0.028703585267067
4.538,0.0452333018183708
4.54,0.0562531128525734
4.542,0.0727828294038773
4.544,0.0893125459551811
4.546,0.100332356989384
4.548,0.116862073540688
4.55,0.138901695609093
4.552,0.155431412160397
4.554,0.166451223194599
4.556,0.182980939745903
4.558,0.194000750780106
4.56,0.205020561814308
4.562,0.216040372848511
4.564,0.221550278365612
4.566,0.216040372848511
4.568,0.216040372848511
4.57,0.216040372848511
4.572,0.216040372848511
4.574,0.210530467331409
4.576,0.205020561814308
4.578,0.199510656297207
4.58,0.194000750780106
4.582,0.188490845263004
4.584,0.182980939745903
4.586,0.182980939745903
4.588,0.1719611287117
4.59,0.1719611287117
4.592,0.160941317677498
4.594,0.155431412160397
4.596,0.155431412160397
4.598,0.144411601126194
4.6,0.138901695609093
4.602,0.122371979057789
4.604,0.116862073540688
4.606,0.105842262506485
4.608,0.0948224514722824
4.61,0.0893125459551811
4.612,0.0782927349209785
4.614,0.067272923886776
4.616,0.0617630183696747
4.618,0.0507432073354721
4.62,0.0452333018183708
4.622,0.0342134907841682
4.624,0.0231936797499657
4.626,0.0176837742328644
4.628,0.0066639631986618
4.63,-0.00435584783554077
4.632,-0.0208855643868446
4.634,-0.0263954699039459
4.636,-0.0429251864552498
4.638,-0.0539449974894524
4.64,-0.0649648085236549
4.642,-0.0870044305920601
4.644,-0.103534147143364
4.646,-0.114553958177567
4.648,-0.13108367472887
4.65,-0.147613391280174
4.652,-0.158633202314377
4.654,-0.175162918865681
4.656,-0.186182729899883
4.658,-0.191692635416985
4.66,-0.202712446451187
4.662,-0.202712446451187
4.664,-0.208222351968288
4.666,-0.21373225748539
4.668,-0.208222351968288
4.67,-0.202712446451187
4.672,-0.197202540934086
4.674,-0.191692635416985
4.676,-0.191692635416985
4.678,-0.186182729899883
4.68,-0.175162918865681
4.682,-0.175162918865681
4.684,-0.175162918865681
4.686,-0.169653013348579
4.688,-0.164143107831478
4.69,-0.153123296797276
4.692,-0.147613391280174
4.694,-0.136593580245972
4.696,-0.13108367472887
4.698,-0.120063863694668
4.7,-0.109044052660465
4.702,-0.103534147143364
4.704,-0.0980242416262627
4.706,-0.0870044305920601
4.708,-0.0759846195578575
4.71,-0.0649648085236549
4.712,-0.0539449974894524
4.714,-0.0484350919723511
4.716,-0.0374152809381485
4.718,-0.0263954699039459
4.72,-0.0263954699039459
4.722,-0.0153756588697433
4.724,-0.00435584783554077
4.726,0.00115405768156052
4.728,0.0121738687157631
4.73,0.0231936797499657
4.732,0.028703585267067
4.734,0.0452333018183708
4.736,0.0562531128525734
4.738,0.067272923886776
4.74,0.0838026404380798
4.742,0.0948224514722824
4.744,0.105842262506485
4.746,0.122371979057789
4.748,0.133391790091991
4.75,0.144411601126194
4.752,0.155431412160397
4.754,0.166451223194599
4.756,0.166451223194599
4.758,0.160941317677498
4.76,0.166451223194599
4.762,0.160941317677498
4.764,0.149921506643295
4.766,0.138901695609093
4.768,0.12788188457489
4.77,0.116862073540688
4.772,0.105842262506485
4.774,0.0893125459551811
4.776,0.0782927349209785
4.778,0.067272923886776
4.78,0.0562531128525734
4.782,0.0507432073354721
4.784,0.0452333018183708
4.786,0.0342134907841682
4.788,0.028703585267067
4.79,0.0231936797499657
4.792,0.0231936797499657
4.794,0.0231936797499657
4.796,0.0231936797499657
4.798,0.0231936797499657
4.8,0.0231936797499657
4.802,0.028703585267067
4.804,0.028703585267067
4.806,0.0342134907841682
4.808,0.0397233963012695
4.81,0.0452333018183708
4.812,0.0507432073354721
4.814,0.0617630183696747
4.816,0.067272923886776
4.818,0.0782927349209785
4.82,0.0838026404380798
4.822,0.0948224514722824
4.824,0.105842262506485
4.826,0.111352168023586
4.828,0.116862073540688
4.83,0.122371979057789
4.832,0.12788188457489
4.834,0.12788188457489
4.836,0.133391790091991
4.838,0.12788188457489
4.84,0.12788188457489
4.842,0.12788188457489
4.844,0.116862073540688
4.846,0.111352168023586
4.848,0.105842262506485
4.85,0.100332356989384
4.852,0.0893125459551811
4.854,0.0782927349209785
4.856,0.0782927349209785
4.858,0.067272923886776
4.86,0.0562531128525734
4.862,0.0507432073354721
4.864,0.0452333018183708
4.866,0.0342134907841682
4.868,0.0231936797499657
4.87,0.0176837742328644
4.872,0.0066639631986618
4.874,0.00115405768156052
4.876,-0.00986575335264206
4.878,-0.0208855643868446
4.88,-0.0319053754210472
4.882,-0.0484350919723511
4.884,-0.0594549030065536
4.886,-0.0704747140407562
4.888,-0.0870044305920601
4.89,-0.103534147143364
4.892,-0.120063863694668
4.894,-0.136593580245972
4.896,-0.147613391280174
4.898,-0.164143107831478
4.9,-0.175162918865681
4.902,-0.180672824382782
4.904,-0.186182729899883
4.906,-0.191692635416985
4.908,-0.191692635416985
4.91,-0.191692635416985
4.912,-0.191692635416985
4.914,-0.191692635416985
4.916,-0.186182729899883
4.918,-0.180672824382782
4.92,-0.180672824382782
4.922,-0.175162918865681
4.924,-0.175162918865681
4.926,-0.175162918865681
4.928,-0.169653013348579
4.93,-0.164143107831478
4.932,-0.158633202314377
4.934,-0.158633202314377
4.936,-0.147613391280174
4.938,-0.142103485763073
4.94,-0.136593580245972
4.942,-0.13108367472887
4.944,-0.120063863694668
4.946,-0.114553958177567
4.948,-0.103534147143364
4.95,-0.0980242416262627
4.952,-0.0870044305920601
4.954,-0.0814945250749588
4.956,-0.0649648085236549
4.958,-0.0649648085236549
4.96,-0.0539449974894524
4.962,-0.0429251864552498
4.964,-0.0374152809381485
4.966,-0.0263954699039459
4.968,-0.0208855643868446
4.97,-0.0153756588697433
4.972,-0.00435584783554077
4.974,0.0066639631986618
4.976,0.0176837742328644
4.978,0.028703585267067
4.98,0.0452333018183708
4.982,0.0562531128525734
4.984,0.0727828294038773
4.986,0.0893125459551811
4.988,0.100332356989384
4.99,0.116862073540688
4.992,0.133391790091991
4.994,0.149921506643295
4.996,0.160941317677498
4.998,0.1719611287117
5.0,0.182980939745903
5.002,0.194000750780106
5.004,0.199510656297207
5.006,0.199510656297207
5.008,0.205020561814308
5.01,0.199510656297207
5.012,0.199510656297207
5.014,0.199510656297207
5.016,0.194000750780106
5.018,0.194000750780106
5.02,0.194000750780106
5.022,0.188490845263004
5.024,0.182980939745903
5.026,0.177471034228802
5.028,0.177471034228802
5.03,0.1719611287117
5.032,0.1719611287117
5.034,0.160941317677498
5.036,0.160941317677498
5.038,0.155431412160397
5.04,0.144411601126194
5.042,0.133391790091991
5.044,0.12788188457489
5.046,0.116862073540688
5.048,0.111352168023586
5.05,0.100332356989384
5.052,0.0948224514722824
5.054,0.0838026404380798
5.056,0.0782927349209785
5.058,0.0617630183696747
5.06,0.0562531128525734
5.062,0.0507432073354721
5.064,0.0452333018183708
5.066,0.0342134907841682
5.068,0.0231936797499657
5.07,0.0176837742328644
5.072,0.00115405768156052
5.074,-0.00435584783554077
5.076,-0.0208855643868446
5.078,-0.0319053754210472
5.08,-0.0429251864552498
5.082,-0.0594549030065536
5.084,-0.0704747140407562
5.086,-0.0814945250749588
5.088,-0.103534147143364
5.09,-0.114553958177567
5.092,-0.13108367472887
5.094,-0.147613391280174
5.096,-0.164143107831478
5.098,-0.175162918865681
5.1,-0.186182729899883
5.102,-0.191692635416985
5.104,-0.197202540934086
5.106,-0.202712446451187
5.108,-0.202712446451187
5.11,-0.202712446451187
5.112,-0.202712446451187
5.114,-0.202712446451187
5.116,-0.197202540934086
5.118,-0.197202540934086
5.12,-0.191692635416985
5.122,-0.186182729899883
5.124,-0.186182729899883
5.126,-0.180672824382782
5.128,-0.175162918865681
