T,V1
0.0,-0.379686151165515
0.002,-0.603515953291208
0.004,-0.743409579619765
0.006,-0.793771285098046
0.008,-0.75460106972605
0.01,-0.653877658769488
0.012,-0.525175522547215
0.014,-0.3908776412718
0.016,-0.267771250102669
0.018,-0.17264358419925
0.02,-0.0998988985083997
0.022,-0.0551329380832613
0.024,-0.0215584677644074
0.026,0.00082451244816184
0.028,0.0120160025544465
0.03,0.00642025750130415
0.032,0.0120160025544465
0.034,0.00642025750130415
0.036,0.0120160025544465
0.038,0.00642025750130415
0.04,0.0120160025544465
0.042,0.0120160025544465
0.044,0.0176117476075888
0.046,0.0120160025544465
0.048,0.0176117476075888
0.05,0.0176117476075888
0.052,0.0120160025544465
0.054,0.0232074926607311
0.056,0.0176117476075888
0.058,0.0232074926607311
0.06,0.0176117476075888
0.062,0.0176117476075888
0.064,0.0120160025544465
0.066,0.0120160025544465
0.068,0.00642025750130415
0.07,0.00082451244816184
0.072,-0.0215584677644074
0.074,-0.0551329380832613
0.076,-0.116686133667827
0.078,-0.200622309464961
0.08,-0.31813295558095
0.082,-0.46362232696265
0.084,-0.625898933503777
0.086,-0.771388304885477
0.088,-0.866515970788896
0.09,-0.860920225735754
0.092,-0.765792559832335
0.094,-0.558749992866069
0.096,-0.267771250102669
0.098,0.0511862179264426
0.1,0.347760705742985
0.102,0.582781997974962
0.104,0.733867114409804
0.106,0.784228819888085
0.108,0.745058604516089
0.11,0.64993093861267
0.112,0.532420292496681
0.114,0.403718156274408
0.116,0.297399000264704
0.118,0.207867079414427
0.12,0.14071813877672
0.122,0.0903564332984388
0.124,0.0567819629795849
0.126,0.0232074926607311
0.128,0.0120160025544465
0.13,-0.0103669776581228
0.132,-0.0159627227112651
0.134,-0.0215584677644074
0.136,-0.0159627227112651
0.138,0.00082451244816184
0.14,0.0232074926607311
0.142,0.0735691981390119
0.144,0.14071813877672
0.146,0.224654314573854
0.148,0.342164960689843
0.15,0.476462841965258
0.152,0.621952213346958
0.154,0.756250094622374
0.156,0.834590525366366
0.158,0.840186270419508
0.16,0.739462859462947
0.162,0.538016037549824
0.164,0.26382452994585
0.166,-0.0383457029238343
0.168,-0.329324445687234
0.17,-0.558749992866069
0.172,-0.704239364247769
0.174,-0.760196814779192
0.176,-0.732218089513481
0.178,-0.653877658769488
0.18,-0.530771267600358
0.182,-0.413260621484369
0.184,-0.301345720421523
0.186,-0.217409544624388
0.188,-0.144664858933538
0.19,-0.0998988985083997
0.192,-0.0607286831364036
0.194,-0.0383457029238343
0.196,-0.0159627227112651
0.198,-0.0103669776581228
0.2,0.00082451244816184
0.202,0.00082451244816184
0.204,-0.0103669776581228
0.206,-0.0271542128175497
0.208,-0.0495371930301189
0.21,-0.0887074084021151
0.212,-0.144664858933538
0.214,-0.211813799571246
0.216,-0.31813295558095
0.218,-0.435643601696938
0.22,-0.575537228025496
0.222,-0.704239364247769
0.224,-0.793771285098046
0.226,-0.816154265310615
0.228,-0.743409579619765
0.23,-0.569941482972354
0.232,-0.31813295558095
0.234,-0.0159627227112651
0.236,0.269420274998993
0.238,0.521228802390397
0.24,0.683505408931524
0.242,0.761845839675516
0.244,0.750654349569231
0.246,0.677909663878381
0.248,0.565994762815535
0.25,0.442888371646404
0.252,0.3365692156367
0.254,0.235845804680139
0.256,0.168696864042431
0.258,0.112739413511008
0.26,0.0847606882452965
0.262,0.0455904728733003
0.264,0.0343989827670157
0.266,0.0176117476075888
0.268,0.0120160025544465
0.27,0.00642025750130415
0.272,0.0120160025544465
0.274,0.0232074926607311
0.276,0.0455904728733003
0.278,0.0735691981390119
0.28,0.11833515856415
0.282,0.185484099201858
0.284,0.280611765105277
0.286,0.392526666168123
0.288,0.532420292496681
0.29,0.672313918825239
0.292,0.773037329781801
0.294,0.817803290206939
0.296,0.756250094622374
0.298,0.610760723240674
0.3,0.375739431008697
0.302,0.0959521783515811
0.304,-0.200622309464961
0.306,-0.46362232696265
0.308,-0.653877658769488
0.31,-0.75460106972605
0.312,-0.771388304885477
0.314,-0.709835109300911
0.316,-0.60911169834435
0.318,-0.491601052228361
0.32,-0.374090406112373
0.322,-0.267771250102669
0.324,-0.189430819358677
0.326,-0.133473368827254
0.328,-0.0775159182958305
0.33,-0.0439414479769766
0.332,-0.0159627227112651
0.334,-0.00477123260498047
0.336,0.00642025750130415
0.338,0.00642025750130415
0.34,0.00082451244816184
0.342,-0.0103669776581228
0.344,-0.0271542128175497
0.346,-0.0551329380832613
0.348,-0.0998988985083997
0.35,-0.155856349039823
0.352,-0.239792524836957
0.354,-0.334920190740377
0.356,-0.469218072015792
0.358,-0.603515953291208
0.36,-0.732218089513481
0.362,-0.804962775204331
0.364,-0.810558520257473
0.366,-0.709835109300911
0.368,-0.508388287387788
0.37,-0.234196779783815
0.372,0.0679734530858696
0.374,0.35895219584927
0.376,0.588377743028104
0.378,0.739462859462947
0.38,0.79542030999437
0.382,0.767441584728658
0.384,0.683505408931524
0.386,0.560399017762393
0.388,0.43169688154012
0.39,0.314186235424131
0.392,0.21346282446757
0.394,0.14071813877672
0.396,0.0847606882452965
0.398,0.0455904728733003
0.4,0.0232074926607311
0.402,0.00642025750130415
0.404,0.00082451244816184
0.406,-0.00477123260498047
0.408,0.00642025750130415
0.41,0.0120160025544465
0.412,0.0288032377138734
0.414,0.0511862179264426
0.416,0.0903564332984388
0.418,0.135122393723577
0.42,0.202271334361285
0.422,0.297399000264704
0.424,0.414909646380693
0.426,0.55480327270925
0.428,0.689101153984666
0.43,0.789824564941227
0.432,0.823399035260081
0.434,0.761845839675516
0.436,0.605164978187531
0.438,0.35895219584927
0.44,0.0455904728733003
0.442,-0.256579759996384
0.444,-0.5363670126535
0.446,-0.726622344460338
0.448,-0.8273457554169
0.45,-0.832941500470042
0.452,-0.75460106972605
0.454,-0.631494678556919
0.456,-0.491601052228361
0.458,-0.351707425899804
0.46,-0.239792524836957
0.462,-0.144664858933538
0.464,-0.0831116633489728
0.466,-0.0439414479769766
0.468,-0.0159627227112651
0.47,-0.00477123260498047
0.472,0.00642025750130415
0.474,0.00642025750130415
0.476,0.0120160025544465
0.478,0.0120160025544465
